Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
Verizon Wireless,302034,SF_LM_PH2_SC 118,3903,2,PDR-1-G,68-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/ AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.768933', 'needs_recoding': False, 'human_address': '{""address"":""1320 Bryant St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410918'}"
Verizon Wireless,302039,SF LM PH2 SC 123 - A,3505,031A,P ,OS,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/ AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.772837', 'needs_recoding': False, 'human_address': '{""address"":""41 Brady Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.420438'}"
Verizon Wireless,301982,SF LM PH2 SC 68 - A,3782,1,PDR-1-G,45-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/ AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.770186', 'needs_recoding': False, 'human_address': '{""address"":""699 Townsend Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.403833'}"
Verizon Wireless,301991,SF LM PH2 SC 77 - A,3528,1,SALI,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/ AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.770217', 'needs_recoding': False, 'human_address': '{""address"":""530 10th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409731'}"
Verizon Wireless,302047,SF LM PH3 SC 136 - A,8711,24,MB-RA,MB-RA,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/ AWS,20,32',Radha Sharma,925-278-4761,,"{'latitude': '37.773536', 'needs_recoding': False, 'human_address': '{""address"":""1147 4th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.391383'}"
Verizon Wireless,302048,SF LM PH3 SC 137 - A,None,None,MB-RA,MB-RA,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/ AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.767453', 'needs_recoding': False, 'human_address': '{""address"":""87 Owens Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393467'}"
Verizon Wireless,302049,SF LM PH3 SC 138 - A,None,None,MB-RA,MB-RA,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/ AWS,20,32',Radha Sharma,925-278-4761,,"{'latitude': '37.766944', 'needs_recoding': False, 'human_address': '{""address"":""N/A North side of 16th Street near 4th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.390378'}"
Verizon Wireless,302451,SF UM PH1 SC 48 - A,204,23,C-3-O,300-S,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.795394', 'needs_recoding': False, 'human_address': '{""address"":""250 CLAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398164'}"
Verizon Wireless,302432,SF UM PH2 SC 102 - A,131,25,NCD,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.799615', 'needs_recoding': False, 'human_address': '{""address"":""511 GREEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407651'}"
Verizon Wireless,302433,SF UM PH2 SC 105 - A,132,40,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.799786', 'needs_recoding': False, 'human_address': '{""address"":""455 GREEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.406619'}"
Verizon Wireless,302468,SF UM PH2 SC 106 - A,144,25,RM-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.798943', 'needs_recoding': False, 'human_address': '{""address"":""1156 KEARNY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405571'}"
Verizon Wireless,302469,SF UM PH2 SC 107 - A,114,28,RH-3,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.800311', 'needs_recoding': False, 'human_address': '{""address"":""1322 KEARNY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405886'}"
Verizon Wireless,302470,SF UM PH2 SC 110 - A,134,3,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28',Radha Sharma,925-278-4761,,"{'latitude': '37.799391', 'needs_recoding': False, 'human_address': '{""address"":""334 VALLEJO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.402927'}"
Verizon Wireless,302471,SF UM PH2 SC 111 - A,7299,5,P,130-D,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26',Radha Sharma,925-278-4761,,"{'latitude': '37.798886', 'needs_recoding': False, 'human_address': '{""address"":""572 VALLEJO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.406836'}"
Verizon Wireless,302473,SF UM PH2 SC 186 - A,134,18,RH-3,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28',Radha Sharma,925-278-4761,,"{'latitude': '37.798706', 'needs_recoding': False, 'human_address': '{""address"":""1114 MONTGOMERY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.404038'}"
Verizon Wireless,302486,SF UM PH2 SC 188 - A,133,28,RM-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.799864', 'needs_recoding': False, 'human_address': '{""address"":""393 GREEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405759'}"
Verizon Wireless,302487,SF UM PH2 SC 192,77,15,R-H-3,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.802506', 'needs_recoding': False, 'human_address': '{""address"":""532 Greenwich St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40853'}"
Verizon Wireless,302482,SF UM PH2 SC 75 - A,28,3,C-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,24',Radha Sharma,925-278-4761,,"{'latitude': '37.805259', 'needs_recoding': False, 'human_address': '{""address"":""1201 Columbus Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.417526'}"
Verizon Wireless,302483,SF UM PH2 SC 78 - A,117,1,NCD,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,24',Radha Sharma,925-278-4761,,"{'latitude': '37.800439', 'needs_recoding': False, 'human_address': '{""address"":""615 Union St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409734'}"
Verizon Wireless,302502,SF UM PH2 SC 88 - A,75,2,P/NCD,40-X/OS,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.802933', 'needs_recoding': False, 'human_address': '{""address"":""651 Lombard St (Powell St Frontage)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.411475'}"
Verizon Wireless,302504,SF UM PH2 SC 90 - A,53,4,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.804162', 'needs_recoding': False, 'human_address': '{""address"":""432 CHESTNUT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410553'}"
Verizon Wireless,TBD,SF UM PH3 SC 1 - A,308,1,P,OS,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.788379', 'needs_recoding': False, 'human_address': '{""address"":""333 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407004'}"
Verizon Wireless,306195,SF UM PH3 SC 10 - A,N/A,N/A,C-3-R,80-130-F,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,25',Radha Sharma,925-278-4761,,"{'latitude': '37.789711', 'needs_recoding': False, 'human_address': '{""address"":""415 STOCKTON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407117'}"
Verizon Wireless,302624,SF UM PH3 SC 16 - A,810,1,P,130-G,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.778137', 'needs_recoding': False, 'human_address': '{""address"":""201 201 Van Ness Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.420134'}"
Verizon Wireless,302626,SF UM PH3 SC 18 - A,353,1,P,80-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31',Radha Sharma,925-278-4761,,"{'latitude': '37.780013', 'needs_recoding': False, 'human_address': '{""address"":""45 45 Hyde St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.415279'}"
Verizon Wireless,302603,SF_UM_PH3_SC21,312,9,C-3-R,80-130-F,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,72',Radha Sharma,925-278-4761,,"{'latitude': '37.787806', 'needs_recoding': False, 'human_address': '{""address"":""49 49 Geary St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.404269'}"
Verizon Wireless,302571,SF UM PH3 SC 216 - A,252,071-073,RM-4,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,25',Radha Sharma,925-278-4761,,"{'latitude': '37.790772', 'needs_recoding': False, 'human_address': '{""address"":""1044 JONES ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413931'}"
Verizon Wireless,302555,SF UM PH3 SC 243 - A,280,16,RC-4,80-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.788293', 'needs_recoding': False, 'human_address': '{""address"":""810 HYDE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416791'}"
Verizon Wireless,302604,SF UM PH3 SC 247 - A,274,3,RC-4,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.790278', 'needs_recoding': False, 'human_address': '{""address"":""800 BUSH ST (ON MASON ST FRONTAGE)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410556'}"
Verizon Wireless,302647,SF UM PH3 SC 253 - A,297,28,RC-4,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.788473', 'needs_recoding': False, 'human_address': '{""address"":""500 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410235'}"
Verizon Wireless,302646,SF UM PH3 SC 256 - A,306,17,RC-4,80-T -130-T,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26',Radha Sharma,925-278-4761,,"{'latitude': '37.787868', 'needs_recoding': False, 'human_address': '{""address"":""587 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41131'}"
Verizon Wireless,302641,SF UM PH3 SC 259 - A,317,27,RC-4,80-T -130-T,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31',Radha Sharma,925-278-4761,,"{'latitude': '37.786784', 'needs_recoding': False, 'human_address': '{""address"":""537 GEARY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.412306'}"
Verizon Wireless,302536,SF UM PH3 SC 262 - A,321,25,RC-4,80-T,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.784734', 'needs_recoding': False, 'human_address': '{""address"":""738 LARKIN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.417965'}"
Verizon Wireless,302541,SF UM PH3 SC 265 - A,321,25,RC-4,80-T,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28',Radha Sharma,925-278-4761,,"{'latitude': '37.785228', 'needs_recoding': False, 'human_address': '{""address"":""Sergeant John Macaulay Park (O\'Farrell St Frontage)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.418061'}"
Verizon Wireless,302546,SF UM PH3 SC 268 - A,303,21,RC-4,80-T ,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31',Radha Sharma,925-278-4761,,"{'latitude': '37.786575', 'needs_recoding': False, 'human_address': '{""address"":""724-734 GEARY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.415344'}"
Verizon Wireless,302568,SF UM PH3 SC 271 - A,0275B,001-196,RC-4,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.789797', 'needs_recoding': False, 'human_address': '{""address"":""910 BUSH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.412264'}"
Verizon Wireless,302543,SF UM PH3 SC 273 - A,716,9,RC-4,80-T,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28',Radha Sharma,925-278-4761,,"{'latitude': '37.78594', 'needs_recoding': False, 'human_address': '{""address"":""943 Geary St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.418963'}"
Verizon Wireless,302558,SF UM PH3 SC 276 - A,668,4,NCD,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.788853', 'needs_recoding': False, 'human_address': '{""address"":""1350 BUSH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.419728'}"
Verizon Wireless,302565,SF UM PH3 SC 277 - A,273,8,RC-4,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.789476', 'needs_recoding': False, 'human_address': '{""address"":""1060 BUSH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.414756'}"
Verizon Wireless,302631,SF UM PH3 SC 280 - A,325,31,C-3-G,225-S,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.785171', 'needs_recoding': False, 'human_address': '{""address"":""333 O\'FARRELL ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.411062'}"
Verizon Wireless,302634,SF UM PH3 SC 281 - A,340,2,C-3-G,120-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.783558', 'needs_recoding': False, 'human_address': '{""address"":""25 Mason St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409253'}"
Verizon Wireless,302539,SF UM PH3 SC 283 - A,323,14,R-C-4,80-T ,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.784813', 'needs_recoding': False, 'human_address': '{""address"":""460 ELLIS ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413867'}"
Verizon Wireless,302612,SF UM PH3 SC 3 - A,3705,050-056,C-3-R,135-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31',Radha Sharma,925-278-4761,,"{'latitude': '37.785706', 'needs_recoding': False, 'human_address': '{""address"":""835 Market St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405631'}"
Verizon Wireless,302620,SF UM PH3 SC 302 - A,813,007-010,C-3-G,120-R-2,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26',Radha Sharma,925-278-4761,,"{'latitude': '37.777428', 'needs_recoding': False, 'human_address': '{""address"":""95 Hayes St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416653'}"
Verizon Wireless,302616,SF UM PH3 SC 43 - A,273,8,RC-4,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.7901', 'needs_recoding': False, 'human_address': '{""address"":""776 BUSH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409884'}"
Verizon Wireless,302647,SF UM PH3 SC 253 - A,297,28,C-3-G,80-130-F,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.788473', 'needs_recoding': False, 'human_address': '{""address"":""500 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410235'}"
Verizon Wireless,302646,SF UM PH3 SC 256 - A,306,17,RC-4,80-T-130-T,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26',Radha Sharma,925-278-4761,,"{'latitude': '37.787868', 'needs_recoding': False, 'human_address': '{""address"":""587 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41131'}"
Verizon Wireless,302655,SF UM PH4 SC 103 - A,None,None,NCD,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,24',Radha Sharma,925-278-4761,,"{'latitude': '37.800985', 'needs_recoding': False, 'human_address': '{""address"":""721 Filbert St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.411357'}"
Verizon Wireless,302722,SF UM PH4 SC 127 - A,477,28,RH-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28',Radha Sharma,925-278-4761,,"{'latitude': '37.802658', 'needs_recoding': False, 'human_address': '{""address"":""1140 Chestnut St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42225'}"
Verizon Wireless,302723,SF UM PH4 SC 128 - A,478,015A,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.803191', 'needs_recoding': False, 'human_address': '{""address"":""1175 Francisco St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.424681'}"
Verizon Wireless,302705,SF UM PH4 SC 129 - A,502,8,RH-3,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.801512', 'needs_recoding': False, 'human_address': '{""address"":""1313 1313 Lombard St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423944'}"
Verizon Wireless,302727,SF UM PH4 SC 134 - A,47,1,P,OS,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.803319', 'needs_recoding': False, 'human_address': '{""address"":""2445 HYDE ST (Larkin frontage)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.421486'}"
Verizon Wireless,302728,SF UM PH4 SC 135 - A,476,6,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.803937', 'needs_recoding': False, 'human_address': '{""address"":""2936 Polk St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423317'}"
Verizon Wireless,302691,SF UM PH4 SC 150 - A,99,5,RM-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,24',Radha Sharma,925-278-4761,,"{'latitude': '37.799758', 'needs_recoding': False, 'human_address': '{""address"":""962 Union St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.415204'}"
Verizon Wireless,302531,SF UM PH4 SC 154 - A,548,17,NCD,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.798497', 'needs_recoding': False, 'human_address': '{""address"":""2340 POLK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.422222'}"
Verizon Wireless,302673,SF_UM_PH4_SC167,179,16,CRNC/RM-4,65-N,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32',Radha Sharma,925-278-4761,,"{'latitude': '37.795705', 'needs_recoding': False, 'human_address': '{""address"":""890 Jackson St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409621'}"
Verizon Wireless,302669,SF UM PH4 SC 178 - A,243,55,RM-4,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.792546', 'needs_recoding': False, 'human_address': '{""address"":""830 Powell St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409199'}"
Verizon Wireless,302709,SF UM PH4 SC 196 - A,47,7,RH-3,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27',Radha Sharma,925-278-4761,,"{'latitude': '37.802921', 'needs_recoding': False, 'human_address': '{""address"":""1036 CHESTNUT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.420422'}"
Verizon Wireless,302678,SF UM PH4 SC 201 - A,98,5,RM-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26',Radha Sharma,925-278-4761,,"{'latitude': '37.799551', 'needs_recoding': False, 'human_address': '{""address"":""1048 Union St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416882'}"
Verizon Wireless,302711,SF UM PH4 SC 210 - A,571,1,NCD,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26',Radha Sharma,925-278-4761,,"{'latitude': '37.796581', 'needs_recoding': False, 'human_address': '{""address"":""2163 POLK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.421832'}"
Verizon Wireless,302582,SF UM PH4 SC 215 - A,598,2,NCD,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,25',Radha Sharma,925-278-4761,,"{'latitude': '37.793582', 'needs_recoding': False, 'human_address': '{""address"":""1813 POLK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42135'}"
Verizon Wireless,302578,SF UM PH4 SC 218 - A,621,15,NCD,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26',Radha Sharma,925-278-4761,,"{'latitude': '37.792069', 'needs_recoding': False, 'human_address': '{""address"":""1630 POLK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.420926'}"
Verizon Wireless,302699,SF UM PH4 SC 228 - A,248,24,RM-3,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31',Radha Sharma,925-278-4761,,"{'latitude': '37.792011', 'needs_recoding': False, 'human_address': '{""address"":""1455 Sacramento St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416617'}"
Verizon Wireless,302610,SF UM PH4 SC 26 - A,225,1,CVR,50-N,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.794212', 'needs_recoding': False, 'human_address': '{""address"":""749 Grant Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.406396'}"
Verizon Wireless,302614,SF UM PH4 SC 37 - A,225,19,CRNC,65-N,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.794098', 'needs_recoding': False, 'human_address': '{""address"":""857 Adjacent 857 Clay St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407319'}"
Verizon Wireless,302615,SF UM PH4 SC 38 - A,242,18,CRNC,65-N,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29',Radha Sharma,925-278-4761,,"{'latitude': '37.792928', 'needs_recoding': False, 'human_address': '{""address"":""752 Stockton St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407598'}"
Verizon Wireless,302684,SF UM PH4 SC 64 - A,148,8,P,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.797305', 'needs_recoding': False, 'human_address': '{""address"":""840 BROADWAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410873'}"
Verizon Wireless,302688,SF UM PH4 SC 92 - A,65,10,NCD,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.802833', 'needs_recoding': False, 'human_address': '{""address"":""734 Lombard St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413555'}"
Verizon Wireless,302718,SF_UM_PH4_SC123,74,38,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,0',Radha Sharma,925-278-4761,,"{'latitude': '37.801901', 'needs_recoding': False, 'human_address': '{""address"":""822 Greenwich St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413386'}"
Verizon Wireless,302705,SF UM PH4 SC 129 - A,502,8,P,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30',Radha Sharma,925-278-4761,,"{'latitude': '37.801512', 'needs_recoding': False, 'human_address': '{""address"":""1313 Lombard St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423944'}"
Verizon Wireless,273875,MISSION & BEALE,3710,18,C-3-O(SD),450-S,Building,,"Voice, High Speed Data",,12,Building,,700/ AWS/ PCS/850,320,"322' 6""",Radha Sharma,925-278-4761,,"{'latitude': '37.791442', 'needs_recoding': False, 'human_address': '{""address"":""50 Beale Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3967'}"
Verizon Wireless,278197,SF TOLAND ST,5286A,3,PDR-2,65-J,Faux Water Tank,,"Voice, High Speed Data",,9,Ground,,700/ AWS/ PCS/850,320,64',Radha Sharma,925-278-4761,,"{'latitude': '37.743761', 'needs_recoding': False, 'human_address': '{""address"":""251 Barneveld Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.402344'}"
Verizon Wireless,291701,SF Fulton & Masonic,1187,1,NC-1,40-X,Building,,"Voice, High Speed Data",,1,Building,,700/ AWS,40,40,Radha Sharma,925-278-4761,,"{'latitude': '37.775667', 'needs_recoding': False, 'human_address': '{""address"":""1801 Fulton St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.446942'}"
Verizon Wireless,291712,SF BELDEN PLACE,270,6,C-3-O,80-130-F,Building,,"Voice, High Speed Data",,2,Building,,700/ AWS,40,"54'6""",Radha Sharma,925-278-4761,,"{'latitude': '37.790853', 'needs_recoding': False, 'human_address': '{""address"":""305 Kearny st"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.404206'}"
Verizon Wireless,297856,SF LM PH1 SC 22,3722,71,C-3-O(SD),150-S,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31.9,Radha Sharma,925-278-4761,,"{'latitude': '37.787564', 'needs_recoding': False, 'human_address': '{""address"":""93 New Montgomery Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.400608'}"
Verizon Wireless,297867,SF LM PH1 SC 33,8701,4,MB-O,110,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31.5,Radha Sharma,925-278-4761,,"{'latitude': '37.776922', 'needs_recoding': False, 'human_address': '{""address"":""700 4th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.395006'}"
