Sex,Age Group,First Year,Last Year,Rank,Cause of Death,Deaths
Females,5-9 yrs,2015.0,2015.0,7.0,Cerebrovascular,23.0
Females,5-9 yrs,2015.0,2015.0,7.0,Influenza & Pneumonia,23.0
Females,5-9 yrs,2015.0,2015.0,8.0,Benign Neoplasms,21.0
Females,5-9 yrs,2015.0,2015.0,9.0,Septicemia,17.0
Females,10-14 yrs,2015.0,2015.0,1.0,Unintentional Injury,265.0
Females,10-14 yrs,2015.0,2015.0,2.0,Malignant Neoplasms,201.0
Females,10-14 yrs,2015.0,2015.0,3.0,Suicide,158.0
Females,10-14 yrs,2015.0,2015.0,4.0,Congenital Anomalies,67.0
Females,10-14 yrs,2015.0,2015.0,5.0,Heart Disease,58.0
Females,10-14 yrs,2015.0,2015.0,6.0,Homicide,49.0
Females,10-14 yrs,2015.0,2015.0,7.0,Chronic Low. Respiratory Disease,34.0
Females,10-14 yrs,2015.0,2015.0,8.0,Influenza & Pneumonia,19.0
Females,10-14 yrs,2015.0,2015.0,9.0,Benign Neoplasms,18.0
Females,10-14 yrs,2015.0,2015.0,10.0,Cerebrovascular,16.0
Females,15-24 yrs,2015.0,2015.0,1.0,Unintentional Injury,3365.0
Females,15-24 yrs,2015.0,2015.0,2.0,Suicide,1132.0
Females,15-24 yrs,2015.0,2015.0,3.0,Homicide,599.0
Females,15-24 yrs,2015.0,2015.0,4.0,Malignant Neoplasms,589.0
Females,15-24 yrs,2015.0,2015.0,5.0,Heart Disease,330.0
Females,15-24 yrs,2015.0,2015.0,6.0,Congenital Anomalies,166.0
Females,15-24 yrs,2015.0,2015.0,7.0,Complicated Pregnancy,161.0
Females,15-24 yrs,2015.0,2015.0,8.0,Diabetes Mellitus,78.0
Females,15-24 yrs,2015.0,2015.0,9.0,Cerebrovascular,77.0
Females,15-24 yrs,2015.0,2015.0,9.0,Influenza & Pneumonia,77.0
Females,25-34 yrs,2015.0,2015.0,1.0,Unintentional Injury,5136.0
Females,25-34 yrs,2015.0,2015.0,2.0,Malignant Neoplasms,1886.0
Females,25-34 yrs,2015.0,2015.0,3.0,Suicide,1444.0
Females,25-34 yrs,2015.0,2015.0,4.0,Heart Disease,1225.0
Females,25-34 yrs,2015.0,2015.0,5.0,Homicide,766.0
Females,25-34 yrs,2015.0,2015.0,6.0,Complicated Pregnancy,424.0
Females,25-34 yrs,2015.0,2015.0,7.0,Diabetes Mellitus,334.0
Females,25-34 yrs,2015.0,2015.0,8.0,Liver Disease,324.0
Females,25-34 yrs,2015.0,2015.0,9.0,Cerebrovascular,247.0
Females,25-34 yrs,2015.0,2015.0,10.0,Septicemia,186.0
Females,35-44 yrs,2015.0,2015.0,1.0,Malignant Neoplasms,6253.0
Females,35-44 yrs,2015.0,2015.0,2.0,Unintentional Injury,5252.0
Females,35-44 yrs,2015.0,2015.0,3.0,Heart Disease,3293.0
Females,35-44 yrs,2015.0,2015.0,4.0,Suicide,1713.0
Females,35-44 yrs,2015.0,2015.0,5.0,Liver Disease,1050.0
Females,35-44 yrs,2015.0,2015.0,6.0,Cerebrovascular,798.0
Females,35-44 yrs,2015.0,2015.0,7.0,Diabetes Mellitus,744.0
Females,35-44 yrs,2015.0,2015.0,8.0,Homicide,562.0
Females,35-44 yrs,2015.0,2015.0,9.0,Septicemia,431.0
Females,35-44 yrs,2015.0,2015.0,10.0,Chronic Low. Respiratory Disease,368.0
Females,45-54 yrs,2015.0,2015.0,1.0,Malignant Neoplasms,21883.0
Females,45-54 yrs,2015.0,2015.0,2.0,Heart Disease,10377.0
Females,45-54 yrs,2015.0,2015.0,3.0,Unintentional Injury,7135.0
Females,45-54 yrs,2015.0,2015.0,4.0,Liver Disease,3109.0
Females,45-54 yrs,2015.0,2015.0,5.0,Cerebrovascular,2407.0
Females,45-54 yrs,2015.0,2015.0,6.0,Chronic Low. Respiratory Disease,2341.0
Females,45-54 yrs,2015.0,2015.0,7.0,Suicide,2340.0
Females,45-54 yrs,2015.0,2015.0,8.0,Diabetes Mellitus,2328.0
Females,45-54 yrs,2015.0,2015.0,9.0,Septicemia,1217.0
Females,45-54 yrs,2015.0,2015.0,10.0,Influenza & Pneumonia,881.0
Females,55-64 yrs,2015.0,2015.0,1.0,Malignant Neoplasms,51942.0
Females,55-64 yrs,2015.0,2015.0,2.0,Heart Disease,23764.0
Females,55-64 yrs,2015.0,2015.0,3.0,Chronic Low. Respiratory Disease,8452.0
Females,55-64 yrs,2015.0,2015.0,4.0,Unintentional Injury,6055.0
Females,55-64 yrs,2015.0,2015.0,5.0,Diabetes Mellitus,5480.0
Females,55-64 yrs,2015.0,2015.0,6.0,Cerebrovascular,5146.0
Females,55-64 yrs,2015.0,2015.0,7.0,Liver Disease,4202.0
Females,55-64 yrs,2015.0,2015.0,8.0,Septicemia,2671.0
Females,55-64 yrs,2015.0,2015.0,9.0,Nephritis,2269.0
Females,55-64 yrs,2015.0,2015.0,10.0,Suicide,2043.0
Females,65+ yrs,2015.0,2015.0,1.0,Heart Disease,259531.0
Females,65+ yrs,2015.0,2015.0,2.0,Malignant Neoplasms,198978.0
Females,65+ yrs,2015.0,2015.0,3.0,Alzheimer's Disease,76270.0
Females,65+ yrs,2015.0,2015.0,4.0,Cerebrovascular,73266.0
Females,65+ yrs,2015.0,2015.0,5.0,Chronic Low. Respiratory Disease,71090.0
Females,65+ yrs,2015.0,2015.0,6.0,Diabetes Mellitus,27431.0
Females,65+ yrs,2015.0,2015.0,7.0,Influenza & Pneumonia,26570.0
Females,65+ yrs,2015.0,2015.0,8.0,Unintentional Injury,25123.0
Females,65+ yrs,2015.0,2015.0,9.0,Nephritis,20862.0
Females,65+ yrs,2015.0,2015.0,10.0,Septicemia,16678.0
Females,<1 yrs,2016.0,2016.0,1.0,Congenital Anomalies,2274.0
Females,<1 yrs,2016.0,2016.0,2.0,Short Gestation,1656.0
Females,<1 yrs,2016.0,2016.0,3.0,SIDS,626.0
Females,<1 yrs,2016.0,2016.0,4.0,Maternal Pregnancy Comp.,620.0
Females,<1 yrs,2016.0,2016.0,5.0,Unintentional Injury,513.0
Females,<1 yrs,2016.0,2016.0,6.0,Placenta  Cord Membranes,376.0
Females,<1 yrs,2016.0,2016.0,7.0,Bacterial Sepsis,273.0
Females,<1 yrs,2016.0,2016.0,8.0,Respiratory Distress,221.0
Females,<1 yrs,2016.0,2016.0,9.0,Circulatory System Disease,216.0
Females,<1 yrs,2016.0,2016.0,10.0,Necrotizing Enterocolitis,170.0
Females,1-4 yrs,2016.0,2016.0,1.0,Unintentional Injury,485.0
Females,1-4 yrs,2016.0,2016.0,2.0,Congenital Anomalies,227.0
Females,1-4 yrs,2016.0,2016.0,3.0,Malignant Neoplasms,171.0
Females,1-4 yrs,2016.0,2016.0,4.0,Homicide,163.0
Females,1-4 yrs,2016.0,2016.0,5.0,Heart Disease,56.0
Females,1-4 yrs,2016.0,2016.0,6.0,Influenza & Pneumonia,50.0
Females,1-4 yrs,2016.0,2016.0,7.0,Septicemia,33.0
Females,1-4 yrs,2016.0,2016.0,8.0,Cerebrovascular,27.0
Females,1-4 yrs,2016.0,2016.0,9.0,Benign Neoplasms,26.0
Females,1-4 yrs,2016.0,2016.0,10.0,Perinatal Period,25.0
Females,5-9 yrs,2016.0,2016.0,1.0,Unintentional Injury,318.0
Females,5-9 yrs,2016.0,2016.0,2.0,Malignant Neoplasms,196.0
Females,5-9 yrs,2016.0,2016.0,3.0,Congenital Anomalies,104.0
Females,5-9 yrs,2016.0,2016.0,4.0,Homicide,62.0
Females,5-9 yrs,2016.0,2016.0,5.0,Heart Disease,40.0
Females,5-9 yrs,2016.0,2016.0,6.0,Chronic Low. Respiratory Disease,29.0
Females,5-9 yrs,2016.0,2016.0,7.0,Influenza & Pneumonia,21.0
Females,5-9 yrs,2016.0,2016.0,8.0,Septicemia,20.0
Females,5-9 yrs,2016.0,2016.0,9.0,Cerebrovascular,14.0
Females,5-9 yrs,2016.0,2016.0,10.0,Benign Neoplasms,10.0
Females,10-14 yrs,2016.0,2016.0,1.0,Unintentional Injury,326.0
Females,10-14 yrs,2016.0,2016.0,2.0,Malignant Neoplasms,194.0
Females,10-14 yrs,2016.0,2016.0,3.0,Suicide,171.0
Females,10-14 yrs,2016.0,2016.0,4.0,Congenital Anomalies,58.0
Females,10-14 yrs,2016.0,2016.0,5.0,Homicide,57.0
Females,10-14 yrs,2016.0,2016.0,6.0,Heart Disease,49.0
Females,10-14 yrs,2016.0,2016.0,7.0,Chronic Low. Respiratory Disease,28.0
Females,10-14 yrs,2016.0,2016.0,8.0,Cerebrovascular,19.0
Females,10-14 yrs,2016.0,2016.0,9.0,Influenza & Pneumonia,17.0
Females,10-14 yrs,2016.0,2016.0,10.0,Septicemia,14.0
Females,15-24 yrs,2016.0,2016.0,1.0,Unintentional Injury,3654.0
Females,15-24 yrs,2016.0,2016.0,2.0,Suicide,1148.0
Females,15-24 yrs,2016.0,2016.0,3.0,Homicide,693.0
Females,15-24 yrs,2016.0,2016.0,4.0,Malignant Neoplasms,529.0
Females,15-24 yrs,2016.0,2016.0,5.0,Heart Disease,320.0
Females,15-24 yrs,2016.0,2016.0,6.0,Complicated Pregnancy,184.0
Females,15-24 yrs,2016.0,2016.0,7.0,Congenital Anomalies,157.0
Females,15-24 yrs,2016.0,2016.0,8.0,Diabetes Mellitus,90.0
Females,15-24 yrs,2016.0,2016.0,9.0,Influenza & Pneumonia,84.0
Females,15-24 yrs,2016.0,2016.0,10.0,Chronic Low. Respiratory Disease,79.0
Females,25-34 yrs,2016.0,2016.0,1.0,Unintentional Injury,6247.0
Females,25-34 yrs,2016.0,2016.0,2.0,Malignant Neoplasms,1966.0
Females,25-34 yrs,2016.0,2016.0,3.0,Suicide,1479.0
Females,25-34 yrs,2016.0,2016.0,4.0,Heart Disease,1141.0
Females,25-34 yrs,2016.0,2016.0,5.0,Homicide,836.0
Females,25-34 yrs,2016.0,2016.0,6.0,Complicated Pregnancy,472.0
Females,25-34 yrs,2016.0,2016.0,7.0,Liver Disease,360.0
Females,25-34 yrs,2016.0,2016.0,8.0,Diabetes Mellitus,336.0
Females,25-34 yrs,2016.0,2016.0,9.0,Cerebrovascular,244.0
Females,25-34 yrs,2016.0,2016.0,10.0,Septicemia,210.0
Females,35-44 yrs,2016.0,2016.0,1.0,Malignant Neoplasms,6278.0
Females,35-44 yrs,2016.0,2016.0,2.0,Unintentional Injury,5994.0
Females,35-44 yrs,2016.0,2016.0,3.0,Heart Disease,3330.0
Females,35-44 yrs,2016.0,2016.0,4.0,Suicide,1736.0
Females,35-44 yrs,2016.0,2016.0,5.0,Liver Disease,1090.0
Females,35-44 yrs,2016.0,2016.0,6.0,Diabetes Mellitus,811.0
Females,35-44 yrs,2016.0,2016.0,7.0,Cerebrovascular,791.0
Females,35-44 yrs,2016.0,2016.0,8.0,Homicide,661.0
Females,35-44 yrs,2016.0,2016.0,9.0,Septicemia,436.0
Females,35-44 yrs,2016.0,2016.0,10.0,Influenza & Pneumonia,402.0
Females,45-54 yrs,2016.0,2016.0,1.0,Malignant Neoplasms,21358.0
Females,45-54 yrs,2016.0,2016.0,2.0,Heart Disease,10273.0
Females,45-54 yrs,2016.0,2016.0,3.0,Unintentional Injury,7441.0
Females,45-54 yrs,2016.0,2016.0,4.0,Liver Disease,2940.0
Females,45-54 yrs,2016.0,2016.0,5.0,Chronic Low. Respiratory Disease,2376.0
Females,45-54 yrs,2016.0,2016.0,6.0,Cerebrovascular,2375.0
Females,45-54 yrs,2016.0,2016.0,7.0,Diabetes Mellitus,2283.0
Females,45-54 yrs,2016.0,2016.0,8.0,Suicide,2239.0
Females,45-54 yrs,2016.0,2016.0,9.0,Septicemia,1145.0
Females,45-54 yrs,2016.0,2016.0,10.0,Influenza & Pneumonia,976.0
Females,55-64 yrs,2016.0,2016.0,1.0,Malignant Neoplasms,52601.0
Females,55-64 yrs,2016.0,2016.0,2.0,Heart Disease,24352.0
Females,55-64 yrs,2016.0,2016.0,3.0,Chronic Low. Respiratory Disease,8746.0
Females,55-64 yrs,2016.0,2016.0,4.0,Unintentional Injury,6686.0
Females,55-64 yrs,2016.0,2016.0,5.0,Diabetes Mellitus,5475.0
Females,55-64 yrs,2016.0,2016.0,6.0,Cerebrovascular,5150.0
Females,55-64 yrs,2016.0,2016.0,7.0,Liver Disease,4273.0
Females,55-64 yrs,2016.0,2016.0,8.0,Septicemia,2719.0
Females,55-64 yrs,2016.0,2016.0,9.0,Nephritis,2412.0
Females,55-64 yrs,2016.0,2016.0,10.0,Influenza & Pneumonia,2194.0
Females,65+ yrs,2016.0,2016.0,1.0,Heart Disease,256278.0
Females,65+ yrs,2016.0,2016.0,2.0,Malignant Neoplasms,200139.0
Females,65+ yrs,2016.0,2016.0,3.0,Alzheimer's Disease,80028.0
Females,65+ yrs,2016.0,2016.0,4.0,Cerebrovascular,74061.0
Females,65+ yrs,2016.0,2016.0,5.0,Chronic Low. Respiratory Disease,69781.0
Females,65+ yrs,2016.0,2016.0,6.0,Diabetes Mellitus,27281.0
Females,65+ yrs,2016.0,2016.0,7.0,Unintentional Injury,25840.0
Females,65+ yrs,2016.0,2016.0,8.0,Influenza & Pneumonia,22513.0
Females,65+ yrs,2016.0,2016.0,9.0,Nephritis,20829.0
Females,65+ yrs,2016.0,2016.0,10.0,Hypertension,16463.0
Females,<1 yrs,2017.0,2017.0,1.0,Congenital Anomalies,2193.0
Females,<1 yrs,2017.0,2017.0,2.0,Short Gestation,1614.0
Females,<1 yrs,2017.0,2017.0,3.0,Maternal Pregnancy Comp.,625.0
Females,<1 yrs,2017.0,2017.0,4.0,SIDS,569.0
Females,<1 yrs,2017.0,2017.0,5.0,Unintentional Injury,556.0
Females,<1 yrs,2017.0,2017.0,6.0,Placenta  Cord Membranes,353.0
Females,<1 yrs,2017.0,2017.0,7.0,Bacterial Sepsis,276.0
Females,<1 yrs,2017.0,2017.0,8.0,Circulatory System Disease,200.0
Females,<1 yrs,2017.0,2017.0,9.0,Respiratory Distress,179.0
Females,<1 yrs,2017.0,2017.0,10.0,Intrauterine Hypoxia,152.0
Females,1-4 yrs,2017.0,2017.0,1.0,Unintentional Injury,497.0
Females,1-4 yrs,2017.0,2017.0,2.0,Congenital Anomalies,199.0
Females,1-4 yrs,2017.0,2017.0,3.0,Malignant Neoplasms,141.0
Females,1-4 yrs,2017.0,2017.0,4.0,Homicide,135.0
Females,1-4 yrs,2017.0,2017.0,5.0,Heart Disease,60.0
Females,1-4 yrs,2017.0,2017.0,6.0,Influenza & Pneumonia,41.0
Females,1-4 yrs,2017.0,2017.0,7.0,Benign Neoplasms,25.0
Females,1-4 yrs,2017.0,2017.0,8.0,Cerebrovascular,24.0
Females,1-4 yrs,2017.0,2017.0,9.0,Perinatal Period,23.0
Females,1-4 yrs,2017.0,2017.0,10.0,Septicemia,22.0
Females,5-9 yrs,2017.0,2017.0,1.0,Unintentional Injury,297.0
Females,5-9 yrs,2017.0,2017.0,2.0,Malignant Neoplasms,219.0
Females,5-9 yrs,2017.0,2017.0,3.0,Congenital Anomalies,84.0
Females,5-9 yrs,2017.0,2017.0,4.0,Homicide,71.0
Females,5-9 yrs,2017.0,2017.0,5.0,Heart Disease,33.0
Females,5-9 yrs,2017.0,2017.0,6.0,Influenza & Pneumonia,32.0
Females,5-9 yrs,2017.0,2017.0,7.0,Chronic Low. Respiratory Disease,22.0
Females,5-9 yrs,2017.0,2017.0,8.0,Cerebrovascular,21.0
Females,5-9 yrs,2017.0,2017.0,9.0,Septicemia,17.0
Females,5-9 yrs,2017.0,2017.0,10.0,Benign Neoplasms,15.0
Females,10-14 yrs,2017.0,2017.0,1.0,Unintentional Injury,296.0
Females,10-14 yrs,2017.0,2017.0,2.0,Malignant Neoplasms,181.0
Females,10-14 yrs,2017.0,2017.0,3.0,Suicide,169.0
Females,10-14 yrs,2017.0,2017.0,4.0,Congenital Anomalies,87.0
Females,10-14 yrs,2017.0,2017.0,5.0,Homicide,65.0
Females,10-14 yrs,2017.0,2017.0,6.0,Heart Disease,50.0
Females,10-14 yrs,2017.0,2017.0,7.0,Influenza & Pneumonia,32.0
Females,10-14 yrs,2017.0,2017.0,8.0,Chronic Low. Respiratory Disease,28.0
Females,10-14 yrs,2017.0,2017.0,9.0,Cerebrovascular,23.0
Females,10-14 yrs,2017.0,2017.0,10.0,Benign Neoplasms,12.0
Females,15-24 yrs,2017.0,2017.0,1.0,Unintentional Injury,3695.0
Females,15-24 yrs,2017.0,2017.0,2.0,Suicide,1225.0
Females,15-24 yrs,2017.0,2017.0,3.0,Homicide,671.0
Females,15-24 yrs,2017.0,2017.0,4.0,Malignant Neoplasms,541.0
Females,15-24 yrs,2017.0,2017.0,5.0,Heart Disease,293.0
Females,15-24 yrs,2017.0,2017.0,6.0,Complicated Pregnancy,168.0
Females,15-24 yrs,2017.0,2017.0,7.0,Congenital Anomalies,147.0
Females,15-24 yrs,2017.0,2017.0,8.0,Diabetes Mellitus,104.0
Females,15-24 yrs,2017.0,2017.0,9.0,Influenza & Pneumonia,81.0
Females,15-24 yrs,2017.0,2017.0,10.0,Chronic Low. Respiratory Disease,73.0
Females,25-34 yrs,2017.0,2017.0,1.0,Unintentional Injury,6668.0
Females,25-34 yrs,2017.0,2017.0,2.0,Malignant Neoplasms,1926.0
Females,25-34 yrs,2017.0,2017.0,3.0,Suicide,1600.0
Females,25-34 yrs,2017.0,2017.0,4.0,Heart Disease,1232.0
Females,25-34 yrs,2017.0,2017.0,5.0,Homicide,881.0
Females,25-34 yrs,2017.0,2017.0,6.0,Complicated Pregnancy,512.0
Females,25-34 yrs,2017.0,2017.0,7.0,Liver Disease,367.0
Females,25-34 yrs,2017.0,2017.0,8.0,Diabetes Mellitus,352.0
Females,25-34 yrs,2017.0,2017.0,9.0,Cerebrovascular,254.0
Females,25-34 yrs,2017.0,2017.0,10.0,Septicemia,192.0
Females,35-44 yrs,2017.0,2017.0,1.0,Unintentional Injury,6585.0
Females,35-44 yrs,2017.0,2017.0,2.0,Malignant Neoplasms,6175.0
Females,35-44 yrs,2017.0,2017.0,3.0,Heart Disease,3327.0
Females,35-44 yrs,2017.0,2017.0,4.0,Suicide,1739.0
Females,35-44 yrs,2017.0,2017.0,5.0,Liver Disease,1147.0
Females,35-44 yrs,2017.0,2017.0,6.0,Diabetes Mellitus,820.0
Females,35-44 yrs,2017.0,2017.0,7.0,Cerebrovascular,777.0
Females,35-44 yrs,2017.0,2017.0,8.0,Homicide,675.0
Females,35-44 yrs,2017.0,2017.0,9.0,Septicemia,398.0
Females,35-44 yrs,2017.0,2017.0,10.0,Chronic Low. Respiratory Disease,390.0
Females,45-54 yrs,2017.0,2017.0,1.0,Malignant Neoplasms,20368.0
Females,45-54 yrs,2017.0,2017.0,2.0,Heart Disease,9850.0
Females,45-54 yrs,2017.0,2017.0,3.0,Unintentional Injury,7584.0
Females,45-54 yrs,2017.0,2017.0,4.0,Liver Disease,2923.0
Females,45-54 yrs,2017.0,2017.0,5.0,Diabetes Mellitus,2389.0
Females,45-54 yrs,2017.0,2017.0,6.0,Suicide,2230.0
Females,45-54 yrs,2017.0,2017.0,7.0,Cerebrovascular,2188.0
Females,45-54 yrs,2017.0,2017.0,8.0,Chronic Low. Respiratory Disease,2143.0
Females,45-54 yrs,2017.0,2017.0,9.0,Septicemia,1118.0
Females,45-54 yrs,2017.0,2017.0,10.0,Influenza & Pneumonia,937.0
Females,55-64 yrs,2017.0,2017.0,1.0,Malignant Neoplasms,52430.0
Females,55-64 yrs,2017.0,2017.0,2.0,Heart Disease,24767.0
Females,55-64 yrs,2017.0,2017.0,3.0,Chronic Low. Respiratory Disease,9243.0
Females,55-64 yrs,2017.0,2017.0,4.0,Unintentional Injury,7148.0
Females,55-64 yrs,2017.0,2017.0,5.0,Diabetes Mellitus,5622.0
Females,55-64 yrs,2017.0,2017.0,6.0,Cerebrovascular,5376.0
Females,55-64 yrs,2017.0,2017.0,7.0,Liver Disease,4514.0
Females,55-64 yrs,2017.0,2017.0,8.0,Septicemia,2678.0
Females,55-64 yrs,2017.0,2017.0,9.0,Nephritis,2472.0
Females,55-64 yrs,2017.0,2017.0,10.0,Influenza & Pneumonia,2219.0
Females,65+ yrs,2017.0,2017.0,1.0,Heart Disease,259804.0
Females,65+ yrs,2017.0,2017.0,2.0,Malignant Neoplasms,201946.0
Females,65+ yrs,2017.0,2017.0,3.0,Alzheimer's Disease,83350.0
Females,65+ yrs,2017.0,2017.0,4.0,Cerebrovascular,75960.0
Females,65+ yrs,2017.0,2017.0,5.0,Chronic Low. Respiratory Disease,73135.0
Females,65+ yrs,2017.0,2017.0,6.0,Diabetes Mellitus,27956.0
Females,65+ yrs,2017.0,2017.0,7.0,Unintentional Injury,26886.0
Females,65+ yrs,2017.0,2017.0,8.0,Influenza & Pneumonia,25178.0
Females,65+ yrs,2017.0,2017.0,9.0,Nephritis,21026.0
Females,65+ yrs,2017.0,2017.0,10.0,Hypertension,17274.0
Females,<1 yrs,2018.0,2018.0,1.0,Congenital Anomalies,2117.0
Females,<1 yrs,2018.0,2018.0,2.0,Short Gestation,1572.0
Females,<1 yrs,2018.0,2018.0,3.0,SIDS,588.0
Females,<1 yrs,2018.0,2018.0,4.0,Maternal Pregnancy Comp.,567.0
Females,<1 yrs,2018.0,2018.0,5.0,Unintentional Injury,479.0
Females,<1 yrs,2018.0,2018.0,6.0,Placenta  Cord Membranes,339.0
Females,<1 yrs,2018.0,2018.0,7.0,Bacterial Sepsis,250.0
Females,<1 yrs,2018.0,2018.0,8.0,Circulatory System Disease,204.0
Females,<1 yrs,2018.0,2018.0,9.0,Neonatal Hemorrhage,167.0
Females,<1 yrs,2018.0,2018.0,10.0,Respiratory Distress,150.0
Females,1-4 yrs,2018.0,2018.0,1.0,Unintentional Injury,466.0
Females,1-4 yrs,2018.0,2018.0,2.0,Congenital Anomalies,174.0
Females,1-4 yrs,2018.0,2018.0,3.0,Malignant Neoplasms,143.0
Females,1-4 yrs,2018.0,2018.0,4.0,Homicide,142.0
Females,1-4 yrs,2018.0,2018.0,5.0,Heart Disease,57.0
Females,1-4 yrs,2018.0,2018.0,6.0,Influenza & Pneumonia,53.0
Females,1-4 yrs,2018.0,2018.0,7.0,Septicemia,33.0
Females,1-4 yrs,2018.0,2018.0,8.0,Cerebrovascular,22.0
Females,1-4 yrs,2018.0,2018.0,8.0,Perinatal Period,22.0
Females,1-4 yrs,2018.0,2018.0,9.0,Benign Neoplasms,18.0
Females,5-9 yrs,2018.0,2018.0,1.0,Unintentional Injury,292.0
Females,5-9 yrs,2018.0,2018.0,2.0,Malignant Neoplasms,189.0
Females,5-9 yrs,2018.0,2018.0,3.0,Congenital Anomalies,107.0
Females,5-9 yrs,2018.0,2018.0,4.0,Homicide,53.0
Females,5-9 yrs,2018.0,2018.0,5.0,Influenza & Pneumonia,37.0
Females,5-9 yrs,2018.0,2018.0,6.0,Heart Disease,34.0
Females,5-9 yrs,2018.0,2018.0,7.0,Chronic Low. Respiratory Disease,32.0
Females,5-9 yrs,2018.0,2018.0,8.0,Cerebrovascular,13.0
Females,5-9 yrs,2018.0,2018.0,8.0,Septicemia,13.0
Females,5-9 yrs,2018.0,2018.0,9.0,Benign Neoplasms,11.0
Females,10-14 yrs,2018.0,2018.0,1.0,Unintentional Injury,271.0
Females,10-14 yrs,2018.0,2018.0,2.0,Malignant Neoplasms,206.0
Females,10-14 yrs,2018.0,2018.0,2.0,Suicide,206.0
Females,10-14 yrs,2018.0,2018.0,3.0,Congenital Anomalies,83.0
Females,10-14 yrs,2018.0,2018.0,4.0,Homicide,73.0
Females,10-14 yrs,2018.0,2018.0,5.0,Heart Disease,44.0
Females,10-14 yrs,2018.0,2018.0,6.0,Chronic Low. Respiratory Disease,30.0
Females,10-14 yrs,2018.0,2018.0,6.0,Influenza & Pneumonia,30.0
Females,10-14 yrs,2018.0,2018.0,7.0,Cerebrovascular,24.0
Females,10-14 yrs,2018.0,2018.0,8.0,Diabetes Mellitus,14.0
Females,15-24 yrs,2018.0,2018.0,1.0,Unintentional Injury,3419.0
Females,15-24 yrs,2018.0,2018.0,2.0,Suicide,1222.0
Females,15-24 yrs,2018.0,2018.0,3.0,Homicide,686.0
Females,15-24 yrs,2018.0,2018.0,4.0,Malignant Neoplasms,516.0
Females,15-24 yrs,2018.0,2018.0,5.0,Heart Disease,291.0
Females,15-24 yrs,2018.0,2018.0,6.0,Complicated Pregnancy,151.0
Females,15-24 yrs,2018.0,2018.0,7.0,Congenital Anomalies,133.0
Females,15-24 yrs,2018.0,2018.0,8.0,Diabetes Mellitus,116.0
Females,15-24 yrs,2018.0,2018.0,9.0,Chronic Low. Respiratory Disease,75.0
Females,15-24 yrs,2018.0,2018.0,10.0,Influenza & Pneumonia,71.0
Females,25-34 yrs,2018.0,2018.0,1.0,Unintentional Injury,6500.0
Females,25-34 yrs,2018.0,2018.0,2.0,Malignant Neoplasms,1946.0
Females,25-34 yrs,2018.0,2018.0,3.0,Suicide,1670.0
Females,25-34 yrs,2018.0,2018.0,4.0,Heart Disease,1220.0
Females,25-34 yrs,2018.0,2018.0,5.0,Homicide,872.0
Females,25-34 yrs,2018.0,2018.0,6.0,Liver Disease,424.0
Females,25-34 yrs,2018.0,2018.0,7.0,Complicated Pregnancy,421.0
Females,25-34 yrs,2018.0,2018.0,8.0,Diabetes Mellitus,346.0
Females,25-34 yrs,2018.0,2018.0,9.0,Cerebrovascular,239.0
Females,25-34 yrs,2018.0,2018.0,10.0,Congenital Anomalies,206.0
Females,35-44 yrs,2018.0,2018.0,1.0,Unintentional Injury,6435.0
Females,35-44 yrs,2018.0,2018.0,2.0,Malignant Neoplasms,6084.0
Females,35-44 yrs,2018.0,2018.0,3.0,Heart Disease,3313.0
Females,35-44 yrs,2018.0,2018.0,4.0,Suicide,1742.0
Females,35-44 yrs,2018.0,2018.0,5.0,Liver Disease,1171.0
Females,35-44 yrs,2018.0,2018.0,6.0,Diabetes Mellitus,860.0
Females,35-44 yrs,2018.0,2018.0,7.0,Cerebrovascular,742.0
Females,35-44 yrs,2018.0,2018.0,8.0,Homicide,651.0
Females,35-44 yrs,2018.0,2018.0,9.0,Influenza & Pneumonia,448.0
Females,35-44 yrs,2018.0,2018.0,10.0,Septicemia,409.0
Females,45-54 yrs,2018.0,2018.0,1.0,Malignant Neoplasms,19388.0
Females,45-54 yrs,2018.0,2018.0,2.0,Heart Disease,9599.0
Females,45-54 yrs,2018.0,2018.0,3.0,Unintentional Injury,6926.0
Females,45-54 yrs,2018.0,2018.0,4.0,Liver Disease,2825.0
Females,45-54 yrs,2018.0,2018.0,5.0,Diabetes Mellitus,2364.0
Females,45-54 yrs,2018.0,2018.0,6.0,Cerebrovascular,2183.0
Females,45-54 yrs,2018.0,2018.0,7.0,Suicide,2143.0
Females,45-54 yrs,2018.0,2018.0,8.0,Chronic Low. Respiratory Disease,1989.0
Females,45-54 yrs,2018.0,2018.0,9.0,Septicemia,1122.0
Females,45-54 yrs,2018.0,2018.0,10.0,Influenza & Pneumonia,1030.0
Females,55-64 yrs,2018.0,2018.0,1.0,Malignant Neoplasms,52058.0
Females,55-64 yrs,2018.0,2018.0,2.0,Heart Disease,24682.0
Females,55-64 yrs,2018.0,2018.0,3.0,Chronic Low. Respiratory Disease,9154.0
Females,55-64 yrs,2018.0,2018.0,4.0,Unintentional Injury,7171.0
Females,55-64 yrs,2018.0,2018.0,5.0,Diabetes Mellitus,5530.0
Females,55-64 yrs,2018.0,2018.0,6.0,Cerebrovascular,5438.0
Females,55-64 yrs,2018.0,2018.0,7.0,Liver Disease,4521.0
Females,55-64 yrs,2018.0,2018.0,8.0,Septicemia,2755.0
Females,55-64 yrs,2018.0,2018.0,9.0,Influenza & Pneumonia,2541.0
