year,_113_cause_name,cause_name,state,deaths,aadr
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,537,15
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,930,15
2003,Diabetes mellitus (E10-E14),Diabetes,Nevada,301,15
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,286,15
2000,Alzheimer's disease (G30),Alzheimer's disease,Florida,3265,15
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1433,15
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,907,15
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,536,15
1999,Alzheimer's disease (G30),Alzheimer's disease,Delaware,107,15
1999,Alzheimer's disease (G30),Alzheimer's disease,Missouri,914,15
1999,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,314,15
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1417,15
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1748,15
2017,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1321,15.1
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,785,15.1
2016,Diabetes mellitus (E10-E14),Diabetes,Hawaii,285,15.1
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1025,15.1
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1150,15.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,351,15.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,55227,15.1
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,837,15.1
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,259,15.1
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1261,15.1
2011,Alzheimer's disease (G30),Alzheimer's disease,Maryland,922,15.1
2011,Diabetes mellitus (E10-E14),Diabetes,Nevada,400,15.1
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1750,15.1
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,50097,15.1
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,48935,15.1
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,994,15.1
2008,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,195,15.1
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,694,15.1
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,973,15.1
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,48237,15.1
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1637,15.1
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,649,15.1
2005,Diabetes mellitus (E10-E14),Diabetes,Hawaii,218,15.1
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,846,15.1
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,42,15.1
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,555,15.1
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,128,15.1
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3290,15.1
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,585,15.1
2000,Alzheimer's disease (G30),Alzheimer's disease,Delaware,110,15.1
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,907,15.1
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,301,15.2
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Hawaii,227,15.2
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,720,15.2
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,370,15.2
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1894,15.2
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,57062,15.2
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Louisiana,722,15.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,753,15.2
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1119,15.2
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1853,15.2
2012,Alzheimer's disease (G30),Alzheimer's disease,Florida,4422,15.2
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5849,15.2
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,105,15.2
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,675,15.2
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1234,15.2
2010,Diabetes mellitus (E10-E14),Diabetes,Colorado,721,15.2
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1663,15.2
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,169,15.2
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,614,15.2
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,927,15.2
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1902,15.2
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,925,15.2
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,147,15.3
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,897,15.3
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,753,15.3
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,848,15.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1132,15.3
2012,Alzheimer's disease (G30),Alzheimer's disease,Nevada,356,15.3
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,226,15.3
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,933,15.3
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1720,15.3
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,United States,50476,15.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,567,15.3
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,594,15.3
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,138,15.3
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,1947,15.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,730,15.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,579,15.3
2005,Diabetes mellitus (E10-E14),Diabetes,Nevada,336,15.3
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,564,15.3
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nebraska,302,15.3
2001,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,452,15.3
2001,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1376,15.3
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,86,15.3
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wisconsin,926,15.4
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,384,15.4
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,1034,15.4
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,2262,15.4
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1137,15.4
2014,Diabetes mellitus (E10-E14),Diabetes,Hawaii,276,15.4
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,1030,15.4
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3397,15.4
2010,Diabetes mellitus (E10-E14),Diabetes,Connecticut,662,15.4
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,158,15.4
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,2066,15.4
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,696,15.4
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2040,15.4
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,212,15.4
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,962,15.4
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,121,15.4
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,348,15.4
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,285,15.4
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1896,15.4
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,336,15.4
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,2678,15.4
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,232,15.4
2000,Diabetes mellitus (E10-E14),Diabetes,Nevada,276,15.4
1999,Alzheimer's disease (G30),Alzheimer's disease,Maryland,681,15.4
1999,Alzheimer's disease (G30),Alzheimer's disease,Michigan,1431,15.4
1999,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,553,15.4
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1138,15.4
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,950,15.5
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,380,15.5
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1467,15.5
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,886,15.5
2014,Diabetes mellitus (E10-E14),Diabetes,Colorado,835,15.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1875,15.5
2013,Diabetes mellitus (E10-E14),Diabetes,Hawaii,271,15.5
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2195,15.5
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1271,15.5
2011,Diabetes mellitus (E10-E14),Diabetes,Connecticut,692,15.5
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1195,15.5
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,447,15.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Nevada,312,15.5
2009,Diabetes mellitus (E10-E14),Diabetes,Nevada,377,15.5
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,972,15.5
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,447,15.5
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,1007,15.5
2007,Diabetes mellitus (E10-E14),Diabetes,Connecticut,646,15.5
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,331,15.5
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,298,15.5
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2555,15.5
2006,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1132,15.5
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,165,15.5
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,565,15.5
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,840,15.5
2002,Diabetes mellitus (E10-E14),Diabetes,Hawaii,204,15.5
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,202,15.5
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3317,15.5
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,575,15.5
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,321,15.5
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,766,15.5
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2402,15.6
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1921,15.6
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Utah,363,15.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1019,15.6
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,279,15.6
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1125,15.6
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,701,15.6
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,960,15.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,664,15.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,337,15.6
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3525,15.6
2011,Diabetes mellitus (E10-E14),Diabetes,Hawaii,264,15.6
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,96,15.6
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,North Dakota,106,15.6
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1580,15.6
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2601,15.6
2008,Diabetes mellitus (E10-E14),Diabetes,Nevada,373,15.6
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,263,15.6
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,263,15.6
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,1002,15.6
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,614,15.6
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,138,15.6
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,87,15.6
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,130,15.6
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,784,15.6
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1829,15.6
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,788,15.7
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,815,15.7
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2813,15.7
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2343,15.7
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,372,15.7
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1416,15.7
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,1068,15.7
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,455,15.7
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,220,15.7
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2798,15.7
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2767,15.7
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,91,15.7
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,660,15.7
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,768,15.7
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,53826,15.7
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,128,15.7
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,925,15.7
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,106,15.7
2009,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,94,15.7
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,138,15.7
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,575,15.7
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,124,15.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,247,15.7
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,228,15.7
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1022,15.7
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,300,15.7
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,252,15.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,684,15.7
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,858,15.7
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,566,15.7
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,828,15.7
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,4125,15.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1370,15.8
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1896,15.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,986,15.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1307,15.8
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2736,15.8
2011,Alzheimer's disease (G30),Alzheimer's disease,Nevada,349,15.8
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,64,15.8
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,169,15.8
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,272,15.8
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2085,15.8
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,378,15.8
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1014,15.8
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,222,15.8
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,2995,15.8
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,880,15.8
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,127,15.8
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1533,15.8
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,567,15.8
2000,Alzheimer's disease (G30),Alzheimer's disease,California,4419,15.8
2017,Diabetes mellitus (E10-E14),Diabetes,Hawaii,299,15.9
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1433,15.9
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2898,15.9
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,226,15.9
2015,Diabetes mellitus (E10-E14),Diabetes,Colorado,887,15.9
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2899,15.9
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,56979,15.9
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3722,15.9
2012,Diabetes mellitus (E10-E14),Diabetes,Colorado,797,15.9
2012,Diabetes mellitus (E10-E14),Diabetes,Nevada,438,15.9
2012,Diabetes mellitus (E10-E14),Diabetes,Wyoming,97,15.9
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1656,15.9
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,306,15.9
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,747,15.9
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,678,15.9
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,390,15.9
2006,Alzheimer's disease (G30),Alzheimer's disease,Nevada,281,15.9
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1679,15.9
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1673,15.9
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,594,15.9
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,250,15.9
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,102,15.9
1999,Alzheimer's disease (G30),Alzheimer's disease,Illinois,1908,15.9
1999,Alzheimer's disease (G30),Alzheimer's disease,Virginia,917,15.9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,458,15.9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1380,15.9
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,4256,16
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,99,16
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,235,16
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1821,16
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,728,16
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,178,16
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,869,16
2011,Alzheimer's disease (G30),Alzheimer's disease,Florida,4507,16
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2771,16
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,462,16
2010,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,211,16
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1291,16
2006,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,728,16
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,125,16
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,362,16
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,907,16
2001,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,156,16
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,45,16
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3365,16
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,205,16.1
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,189,16.1
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,275,16.1
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,4052,16.1
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1470,16.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,376,16.1
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1356,16.1
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,802,16.1
2010,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,236,16.1
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2212,16.1
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,222,16.1
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1269,16.1
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,803,16.1
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,183,16.1
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,224,16.1
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,728,16.1
