Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7833,PSP,Simulation,0.08,0.07,0.0,0.04,0.19
7834,XOne,Simulation,0.1,0.07,0.0,0.02,0.19
7835,PS3,Simulation,0.06,0.02,0.1,0.01,0.19
7836,DS,Puzzle,0.15,0.03,0.0,0.01,0.19
7837,Wii,Misc,0.08,0.09,0.0,0.02,0.19
7838,DS,Fighting,0.02,0.01,0.16,0.0,0.19
7839,SAT,Simulation,0.0,0.0,0.19,0.0,0.19
7840,PS2,Misc,0.09,0.07,0.0,0.02,0.19
7841,PS2,Misc,0.09,0.07,0.0,0.02,0.19
7842,PS,Fighting,0.11,0.07,0.0,0.01,0.19
7843,X360,Action,0.15,0.03,0.0,0.01,0.19
7844,PS2,Misc,0.09,0.07,0.0,0.02,0.19
7845,PSP,Platform,0.17,0.0,0.0,0.01,0.19
7846,PS3,Racing,0.14,0.03,0.0,0.02,0.19
7847,Wii,Role-Playing,0.0,0.0,0.19,0.0,0.19
7848,GBA,Adventure,0.14,0.05,0.0,0.0,0.19
7849,XB,Sports,0.14,0.04,0.0,0.01,0.19
7850,PSV,Action,0.0,0.0,0.19,0.0,0.19
7851,3DS,Misc,0.13,0.05,0.0,0.02,0.19
7852,PS2,Misc,0.09,0.07,0.0,0.02,0.19
7853,PC,Racing,0.05,0.11,0.0,0.03,0.19
7854,Wii,Racing,0.18,0.0,0.0,0.01,0.19
7855,GBA,Adventure,0.14,0.05,0.0,0.0,0.19
7856,XB,Role-Playing,0.14,0.04,0.0,0.01,0.19
7857,PS3,Action,0.07,0.09,0.0,0.04,0.19
7858,3DS,Action,0.15,0.03,0.0,0.01,0.19
7859,PSP,Adventure,0.0,0.0,0.19,0.0,0.19
7860,PSV,Role-Playing,0.08,0.02,0.06,0.03,0.19
7861,N64,Shooter,0.15,0.04,0.0,0.0,0.19
7862,N64,Fighting,0.15,0.04,0.0,0.0,0.19
7863,N64,Action,0.15,0.04,0.0,0.0,0.19
7864,N64,Puzzle,0.0,0.0,0.16,0.03,0.19
7865,N64,Sports,0.0,0.0,0.19,0.0,0.19
7866,N64,Shooter,0.15,0.04,0.0,0.0,0.19
7867,N64,Misc,0.15,0.04,0.0,0.0,0.19
7868,3DS,Action,0.0,0.0,0.19,0.0,0.19
7869,Wii,Puzzle,0.18,0.0,0.0,0.01,0.19
7870,DS,Adventure,0.0,0.0,0.19,0.0,0.19
7871,Wii,Adventure,0.18,0.0,0.0,0.01,0.19
7872,Wii,Misc,0.13,0.04,0.0,0.01,0.19
7873,GC,Action,0.15,0.04,0.0,0.01,0.19
7874,PC,Action,0.11,0.06,0.0,0.02,0.19
7875,XOne,Fighting,0.11,0.07,0.0,0.02,0.19
7876,PS2,Sports,0.09,0.07,0.0,0.02,0.19
7877,GBA,Sports,0.14,0.05,0.0,0.0,0.19
7878,PSP,Action,0.0,0.0,0.19,0.0,0.19
7879,PS,Strategy,0.11,0.07,0.0,0.01,0.19
7880,X360,Action,0.1,0.06,0.01,0.02,0.19
7881,PC,Action,0.18,0.0,0.0,0.01,0.19
7882,DS,Sports,0.0,0.0,0.19,0.0,0.19
7883,PS3,Action,0.06,0.05,0.07,0.02,0.19
7884,DS,Misc,0.18,0.0,0.0,0.01,0.19
7885,PS2,Sports,0.09,0.07,0.0,0.02,0.19
7886,GBA,Role-Playing,0.14,0.05,0.0,0.0,0.19
7887,PS2,Shooter,0.09,0.07,0.0,0.02,0.19
7888,PSV,Role-Playing,0.04,0.01,0.12,0.01,0.19
7889,Wii,Misc,0.12,0.0,0.06,0.01,0.19
7890,PS2,Misc,0.0,0.0,0.19,0.0,0.19
7891,PS3,Sports,0.1,0.06,0.0,0.03,0.19
7892,PS3,Sports,0.11,0.05,0.0,0.03,0.19
7893,GC,Action,0.15,0.04,0.0,0.01,0.19
7894,PS4,Action,0.0,0.16,0.0,0.03,0.19
7895,PS3,Sports,0.11,0.05,0.0,0.03,0.19
7896,Wii,Sports,0.14,0.03,0.0,0.01,0.19
7897,PS2,Misc,0.09,0.07,0.0,0.02,0.19
7898,PS2,Shooter,0.09,0.07,0.0,0.02,0.19
7899,PS2,Role-Playing,0.0,0.0,0.19,0.0,0.19
7900,PS2,Sports,0.09,0.07,0.0,0.02,0.19
7901,PSV,Action,0.0,0.0,0.19,0.0,0.19
7902,PS2,Action,0.09,0.07,0.0,0.02,0.19
7903,DS,Sports,0.0,0.18,0.0,0.01,0.19
7904,DS,Adventure,0.05,0.12,0.0,0.02,0.19
7905,GC,Platform,0.15,0.04,0.0,0.01,0.19
7906,2600,Sports,0.18,0.01,0.0,0.0,0.19
7907,Wii,Misc,0.18,0.0,0.0,0.01,0.19
7908,DS,Puzzle,0.18,0.0,0.0,0.01,0.19
7909,PS,Strategy,0.0,0.0,0.18,0.01,0.19
7910,3DS,Simulation,0.18,0.0,0.0,0.01,0.19
7911,PS,Sports,0.1,0.07,0.0,0.01,0.19
7912,GEN,Strategy,0.0,0.0,0.19,0.0,0.19
7913,PS,Sports,0.0,0.0,0.18,0.01,0.19
7914,XB,Action,0.14,0.04,0.0,0.01,0.19
7915,3DS,Racing,0.18,0.0,0.0,0.01,0.19
7916,PSV,Role-Playing,0.0,0.0,0.19,0.0,0.19
7917,DS,Puzzle,0.0,0.0,0.19,0.0,0.19
7918,X360,Action,0.15,0.01,0.02,0.01,0.19
7919,WiiU,Misc,0.0,0.0,0.19,0.0,0.19
7920,PS2,Action,0.11,0.0,0.0,0.08,0.19
7921,PS3,Adventure,0.11,0.05,0.0,0.02,0.19
7922,PS,Sports,0.1,0.07,0.0,0.01,0.19
7923,PC,Role-Playing,0.09,0.08,0.0,0.02,0.19
7924,Wii,Action,0.17,0.01,0.0,0.01,0.19
7925,X360,Sports,0.0,0.16,0.0,0.02,0.19
7926,PS2,Sports,0.0,0.0,0.19,0.0,0.19
7927,DS,Puzzle,0.1,0.07,0.0,0.02,0.19
7928,Wii,Action,0.16,0.01,0.0,0.01,0.19
7929,DS,Misc,0.0,0.0,0.19,0.0,0.19
7930,PS2,Action,0.09,0.07,0.0,0.02,0.19
7931,SNES,Simulation,0.0,0.0,0.19,0.0,0.19
7932,PC,Racing,0.0,0.15,0.0,0.04,0.19
7933,DS,Misc,0.0,0.0,0.19,0.0,0.19
7934,PS3,Strategy,0.0,0.0,0.19,0.0,0.19
7935,Wii,Adventure,0.0,0.16,0.0,0.02,0.19
7936,Wii,Action,0.17,0.0,0.0,0.01,0.19
7937,Wii,Misc,0.0,0.17,0.0,0.02,0.19
7938,DS,Adventure,0.0,0.0,0.19,0.0,0.19
7939,PS3,Adventure,0.12,0.05,0.0,0.02,0.19
7940,PS4,Misc,0.0,0.16,0.0,0.03,0.19
7941,Wii,Sports,0.18,0.0,0.0,0.01,0.19
7942,PSV,Action,0.0,0.0,0.19,0.0,0.19
7943,Wii,Adventure,0.07,0.0,0.11,0.01,0.19
7944,Wii,Sports,0.18,0.0,0.0,0.01,0.19
7945,GBA,Platform,0.13,0.05,0.0,0.0,0.19
7946,X360,Shooter,0.1,0.05,0.03,0.01,0.19
7947,DS,Misc,0.0,0.0,0.19,0.0,0.19
7948,X360,Simulation,0.14,0.03,0.0,0.02,0.19
7949,PS,Simulation,0.1,0.07,0.0,0.01,0.19
7950,Wii,Action,0.17,0.0,0.0,0.01,0.19
7951,PC,Shooter,0.02,0.13,0.0,0.03,0.19
7952,PS3,Sports,0.0,0.0,0.19,0.0,0.19
7953,3DS,Misc,0.0,0.0,0.19,0.0,0.19
7954,SAT,Misc,0.0,0.0,0.19,0.0,0.19
7955,GBA,Adventure,0.13,0.05,0.0,0.0,0.19
7956,X360,Sports,0.1,0.07,0.0,0.02,0.19
7957,DS,Action,0.0,0.0,0.19,0.0,0.19
7958,GBA,Action,0.13,0.05,0.0,0.0,0.19
7959,PS,Platform,0.1,0.07,0.0,0.01,0.19
7960,3DS,Sports,0.12,0.0,0.06,0.01,0.19
7961,PS2,Sports,0.09,0.07,0.0,0.02,0.19
7962,DS,Simulation,0.18,0.0,0.0,0.01,0.19
7963,PS2,Strategy,0.09,0.07,0.0,0.02,0.19
7964,SNES,Strategy,0.0,0.0,0.19,0.0,0.19
7965,PS2,Shooter,0.09,0.07,0.0,0.02,0.19
7966,GBA,Action,0.13,0.05,0.0,0.0,0.19
7967,Wii,Racing,0.05,0.11,0.0,0.02,0.19
7968,XB,Racing,0.12,0.03,0.03,0.01,0.19
7969,PS2,Action,0.09,0.07,0.0,0.02,0.19
7970,DS,Fighting,0.15,0.02,0.0,0.01,0.19
7971,3DS,Action,0.0,0.0,0.19,0.0,0.19
7972,PS2,Action,0.0,0.0,0.19,0.0,0.19
7973,XB,Action,0.14,0.04,0.0,0.01,0.19
7974,PS3,Shooter,0.17,0.0,0.0,0.02,0.19
7975,PS2,Sports,0.0,0.0,0.19,0.0,0.19
7976,XB,Sports,0.14,0.04,0.0,0.01,0.19
7977,XOne,Misc,0.15,0.03,0.0,0.0,0.19
7978,PSP,Role-Playing,0.0,0.0,0.19,0.0,0.19
7979,DS,Role-Playing,0.16,0.03,0.0,0.0,0.19
7980,WiiU,Fighting,0.09,0.07,0.01,0.01,0.19
7981,Wii,Racing,0.17,0.0,0.0,0.01,0.19
7982,Wii,Action,0.17,0.0,0.0,0.01,0.19
7983,PS2,Role-Playing,0.09,0.07,0.0,0.02,0.19
7984,PSV,Role-Playing,0.0,0.0,0.19,0.0,0.19
7985,X360,Racing,0.1,0.07,0.0,0.02,0.19
7986,PSP,Action,0.07,0.0,0.11,0.01,0.19
7987,XB,Sports,0.13,0.05,0.0,0.01,0.19
7988,X360,Shooter,0.14,0.02,0.0,0.01,0.19
7989,XB,Misc,0.14,0.04,0.0,0.01,0.19
7990,DS,Adventure,0.17,0.0,0.0,0.01,0.19
7991,PS2,Role-Playing,0.09,0.07,0.0,0.02,0.19
7992,X360,Sports,0.14,0.03,0.0,0.01,0.19
7993,X360,Sports,0.17,0.0,0.0,0.01,0.19
7994,PSP,Fighting,0.12,0.04,0.0,0.03,0.19
7995,PS,Action,0.1,0.07,0.0,0.01,0.19
7996,DC,Role-Playing,0.0,0.0,0.19,0.0,0.19
7997,PS3,Simulation,0.06,0.09,0.0,0.03,0.19
7998,PC,Action,0.04,0.11,0.0,0.03,0.18
7999,PS3,Sports,0.17,0.0,0.0,0.01,0.18
8000,PS2,Fighting,0.09,0.07,0.0,0.02,0.18
8001,DS,Adventure,0.06,0.11,0.0,0.02,0.18
8002,X360,Shooter,0.1,0.06,0.0,0.02,0.18
8003,Wii,Simulation,0.17,0.0,0.0,0.01,0.18
8004,X360,Sports,0.08,0.09,0.0,0.02,0.18
8005,PS2,Simulation,0.09,0.07,0.0,0.02,0.18
8006,GBA,Sports,0.13,0.05,0.0,0.0,0.18
8007,DS,Action,0.13,0.04,0.0,0.01,0.18
8008,DS,Simulation,0.17,0.0,0.0,0.01,0.18
8009,PS2,Role-Playing,0.09,0.07,0.0,0.02,0.18
8010,XB,Shooter,0.14,0.04,0.0,0.01,0.18
8011,PS4,Racing,0.04,0.11,0.0,0.04,0.18
8012,XB,Action,0.14,0.04,0.0,0.01,0.18
8013,Wii,Sports,0.17,0.0,0.0,0.02,0.18
8014,PS2,Action,0.09,0.07,0.0,0.02,0.18
8015,PSP,Role-Playing,0.08,0.02,0.07,0.02,0.18
8016,X360,Misc,0.16,0.01,0.0,0.01,0.18
8017,PS,Sports,0.1,0.07,0.0,0.01,0.18
8018,Wii,Action,0.17,0.0,0.0,0.01,0.18
8019,PSV,Adventure,0.14,0.0,0.01,0.03,0.18
8020,XB,Platform,0.14,0.04,0.0,0.01,0.18
8021,SAT,Fighting,0.0,0.0,0.18,0.0,0.18
8022,PS2,Racing,0.04,0.03,0.11,0.01,0.18
8023,PS2,Adventure,0.09,0.07,0.0,0.02,0.18
8024,DS,Action,0.15,0.02,0.0,0.01,0.18
8025,XB,Shooter,0.14,0.04,0.0,0.01,0.18
8026,Wii,Action,0.11,0.02,0.05,0.01,0.18
8027,PS4,Action,0.06,0.07,0.03,0.02,0.18
8028,GBA,Strategy,0.0,0.0,0.18,0.0,0.18
8029,PC,Shooter,0.07,0.1,0.0,0.01,0.18
8030,DS,Sports,0.0,0.0,0.18,0.0,0.18
8031,PS2,Role-Playing,0.04,0.03,0.11,0.01,0.18
8032,Wii,Platform,0.11,0.06,0.0,0.02,0.18
8033,X360,Misc,0.05,0.11,0.0,0.02,0.18
8034,PS,Action,0.1,0.07,0.0,0.01,0.18
8035,PC,Shooter,0.01,0.14,0.0,0.04,0.18
8036,GBA,Adventure,0.13,0.05,0.0,0.0,0.18
8037,DS,Action,0.17,0.0,0.0,0.01,0.18
8038,PSP,Action,0.16,0.01,0.0,0.02,0.18
8039,GB,Strategy,0.0,0.0,0.18,0.0,0.18
8040,PS2,Misc,0.09,0.07,0.0,0.02,0.18
8041,Wii,Adventure,0.09,0.08,0.0,0.02,0.18
8042,PC,Strategy,0.0,0.15,0.0,0.04,0.18
8043,XOne,Misc,0.08,0.09,0.0,0.01,0.18
8044,XB,Role-Playing,0.14,0.04,0.0,0.01,0.18
8045,XB,Shooter,0.14,0.04,0.0,0.01,0.18
8046,Wii,Simulation,0.15,0.0,0.02,0.01,0.18
8047,XB,Misc,0.14,0.04,0.0,0.01,0.18
8048,PS,Action,0.1,0.07,0.0,0.01,0.18
8049,PS3,Action,0.12,0.04,0.0,0.02,0.18
8050,X360,Action,0.1,0.07,0.0,0.02,0.18
8051,N64,Sports,0.0,0.0,0.18,0.0,0.18
8052,WS,Role-Playing,0.0,0.0,0.18,0.0,0.18
8053,PS,Platform,0.0,0.0,0.17,0.01,0.18
8054,PS2,Shooter,0.09,0.07,0.0,0.02,0.18
8055,X360,Action,0.07,0.09,0.0,0.02,0.18
8056,GBA,Misc,0.13,0.05,0.0,0.0,0.18
8057,PS2,Sports,0.0,0.0,0.0,0.18,0.18
8058,PC,Racing,0.05,0.1,0.0,0.03,0.18
8059,PSP,Strategy,0.11,0.01,0.05,0.01,0.18
8060,3DS,Misc,0.0,0.0,0.18,0.0,0.18
8061,Wii,Misc,0.09,0.06,0.01,0.02,0.18
8062,PS2,Action,0.13,0.0,0.0,0.05,0.18
8063,PSP,Misc,0.0,0.0,0.18,0.0,0.18
8064,Wii,Misc,0.15,0.02,0.0,0.01,0.18
8065,3DS,Action,0.07,0.08,0.01,0.01,0.18
8066,GC,Fighting,0.14,0.04,0.0,0.0,0.18
8067,DS,Action,0.17,0.0,0.0,0.01,0.18
8068,Wii,Misc,0.0,0.16,0.0,0.02,0.18
8069,SNES,Sports,0.04,0.01,0.13,0.0,0.18
8070,X360,Action,0.16,0.01,0.0,0.01,0.18
8071,DS,Simulation,0.13,0.04,0.0,0.01,0.18
8072,Wii,Misc,0.0,0.16,0.0,0.02,0.18
8073,PS3,Role-Playing,0.07,0.06,0.03,0.02,0.18
8074,DS,Puzzle,0.05,0.12,0.0,0.02,0.18
8075,GC,Sports,0.14,0.04,0.0,0.0,0.18
8076,PSV,Role-Playing,0.07,0.03,0.05,0.03,0.18
8077,PC,Action,0.11,0.06,0.0,0.02,0.18
8078,SAT,Fighting,0.0,0.0,0.18,0.0,0.18
8079,GBA,Misc,0.13,0.05,0.0,0.0,0.18
8080,3DS,Role-Playing,0.0,0.0,0.18,0.0,0.18
8081,DS,Misc,0.17,0.0,0.0,0.01,0.18
8082,XB,Racing,0.15,0.03,0.0,0.01,0.18
8083,PS3,Fighting,0.09,0.0,0.07,0.02,0.18
8084,PS3,Sports,0.0,0.0,0.18,0.0,0.18
8085,X360,Platform,0.1,0.06,0.0,0.02,0.18
8086,PSV,Fighting,0.08,0.0,0.07,0.03,0.18
8087,SNES,Strategy,0.0,0.0,0.18,0.0,0.18
8088,X360,Sports,0.17,0.0,0.0,0.01,0.18
8089,PS4,Role-Playing,0.06,0.03,0.07,0.02,0.18
8090,XB,Shooter,0.14,0.04,0.0,0.01,0.18
8091,PS,Misc,0.1,0.07,0.0,0.01,0.18
8092,PSP,Action,0.16,0.0,0.0,0.01,0.18
8093,PS2,Role-Playing,0.09,0.07,0.0,0.02,0.18
8094,PS2,Racing,0.09,0.07,0.0,0.02,0.18
8095,PS,Adventure,0.0,0.0,0.17,0.01,0.18
8096,PC,Sports,0.0,0.14,0.0,0.04,0.18
8097,PC,Action,0.04,0.12,0.0,0.02,0.18
8098,XB,Sports,0.13,0.04,0.0,0.01,0.18
8099,DS,Simulation,0.13,0.04,0.0,0.01,0.18
8100,N64,Misc,0.14,0.04,0.0,0.0,0.18
8101,N64,Racing,0.14,0.04,0.0,0.0,0.18
8102,SNES,Shooter,0.0,0.0,0.18,0.0,0.18
8103,PSV,Role-Playing,0.09,0.0,0.07,0.02,0.18
8104,GC,Action,0.14,0.04,0.0,0.0,0.18
8105,PS2,Simulation,0.0,0.0,0.18,0.0,0.18
8106,WiiU,Misc,0.12,0.04,0.0,0.02,0.18
8107,XB,Platform,0.13,0.04,0.0,0.01,0.18
8108,PS3,Racing,0.05,0.1,0.0,0.03,0.18
8109,DS,Racing,0.15,0.02,0.0,0.01,0.18
8110,DS,Adventure,0.01,0.15,0.0,0.02,0.18
8111,GBA,Adventure,0.13,0.05,0.0,0.0,0.18
8112,PS3,Racing,0.14,0.02,0.0,0.02,0.18
8113,DC,Sports,0.0,0.0,0.18,0.0,0.18
8114,PS2,Puzzle,0.09,0.07,0.0,0.02,0.18
8115,XB,Action,0.13,0.04,0.0,0.01,0.18
8116,PC,Shooter,0.1,0.06,0.0,0.02,0.18
8117,X360,Action,0.14,0.03,0.0,0.01,0.18
8118,PS3,Shooter,0.07,0.08,0.0,0.03,0.18
8119,PC,Role-Playing,0.08,0.08,0.0,0.02,0.18
8120,3DS,Misc,0.0,0.0,0.18,0.0,0.18
8121,GC,Shooter,0.14,0.04,0.0,0.0,0.18
8122,X360,Racing,0.17,0.0,0.0,0.01,0.18
8123,X360,Action,0.13,0.04,0.0,0.01,0.18
8124,PS3,Misc,0.0,0.16,0.0,0.02,0.18
8125,Wii,Sports,0.17,0.0,0.0,0.01,0.18
8126,SAT,Racing,0.0,0.0,0.18,0.0,0.18
8127,Wii,Action,0.1,0.07,0.0,0.02,0.18
8128,PS,Action,0.1,0.07,0.0,0.01,0.18
8129,PC,Shooter,0.05,0.1,0.0,0.03,0.18
8130,GBA,Sports,0.13,0.05,0.0,0.0,0.18
8131,DS,Action,0.1,0.06,0.0,0.02,0.18
8132,PC,Shooter,0.06,0.09,0.0,0.03,0.18
8133,GBA,Misc,0.13,0.05,0.0,0.0,0.18
8134,PS2,Racing,0.09,0.07,0.0,0.02,0.18
8135,X360,Action,0.11,0.04,0.02,0.01,0.18
8136,PC,Sports,0.04,0.13,0.0,0.01,0.18
8137,XB,Action,0.14,0.04,0.0,0.01,0.18
8138,PS3,Shooter,0.17,0.0,0.0,0.01,0.18
8139,PS2,Strategy,0.09,0.07,0.0,0.02,0.18
8140,PC,Shooter,0.06,0.1,0.0,0.01,0.18
8141,DS,Misc,0.17,0.0,0.0,0.01,0.18
8142,3DS,Sports,0.05,0.02,0.1,0.01,0.18
8143,Wii,Adventure,0.08,0.08,0.0,0.02,0.18
8144,GC,Sports,0.14,0.04,0.0,0.0,0.18
8145,PS4,Action,0.1,0.03,0.02,0.03,0.18
8146,X360,Racing,0.06,0.09,0.0,0.02,0.18
8147,PS,Misc,0.1,0.07,0.0,0.01,0.18
8148,PSP,Action,0.0,0.0,0.18,0.0,0.18
8149,PS2,Action,0.09,0.07,0.0,0.02,0.18
8150,Wii,Action,0.16,0.0,0.0,0.01,0.18
8151,GC,Platform,0.14,0.04,0.0,0.0,0.18
8152,Wii,Puzzle,0.17,0.0,0.0,0.01,0.18
8153,PS,Sports,0.1,0.07,0.0,0.01,0.18
8154,PS2,Sports,0.09,0.07,0.0,0.02,0.18
8155,X360,Shooter,0.14,0.02,0.01,0.01,0.18
8156,PS,Action,0.1,0.07,0.0,0.01,0.18
8157,PS2,Action,0.0,0.0,0.18,0.0,0.18
8158,PS2,Misc,0.09,0.07,0.0,0.02,0.18
8159,PS,Action,0.1,0.07,0.0,0.01,0.18
8160,PSV,Role-Playing,0.04,0.04,0.08,0.02,0.18
8161,GC,Adventure,0.14,0.04,0.0,0.0,0.18
8162,PS2,Simulation,0.05,0.04,0.08,0.01,0.18
8163,PS2,Action,0.09,0.04,0.0,0.05,0.18
8164,GBA,Misc,0.13,0.05,0.0,0.0,0.18
8165,PS3,Sports,0.16,0.0,0.0,0.01,0.18
8166,PS2,Sports,0.04,0.03,0.1,0.01,0.18
8167,DS,Sports,0.14,0.02,0.0,0.01,0.18
8168,PSP,Strategy,0.0,0.0,0.18,0.0,0.18
8169,X360,Shooter,0.13,0.0,0.04,0.01,0.18
8170,PSP,Strategy,0.0,0.0,0.18,0.0,0.18
8171,XB,Racing,0.13,0.04,0.0,0.01,0.18
8172,GBA,Platform,0.13,0.05,0.0,0.0,0.18
8173,GBA,Sports,0.13,0.05,0.0,0.0,0.18
8174,DS,Role-Playing,0.0,0.0,0.18,0.0,0.18
8175,DS,Simulation,0.0,0.0,0.18,0.0,0.18
8176,PS3,Action,0.0,0.0,0.18,0.0,0.18
8177,PS2,Racing,0.09,0.07,0.0,0.02,0.18
8178,Wii,Racing,0.06,0.09,0.0,0.02,0.18
8179,PS2,Fighting,0.09,0.07,0.0,0.02,0.18
8180,Wii,Sports,0.17,0.0,0.0,0.01,0.18
8181,PS2,Sports,0.09,0.07,0.0,0.02,0.18
8182,X360,Action,0.11,0.05,0.0,0.01,0.18
8183,DS,Action,0.12,0.04,0.0,0.01,0.18
8184,DS,Platform,0.16,0.0,0.0,0.01,0.18
8185,GBA,Sports,0.13,0.05,0.0,0.0,0.18
8186,DS,Adventure,0.16,0.0,0.0,0.01,0.18
8187,Wii,Sports,0.17,0.0,0.0,0.01,0.18
8188,PC,Shooter,0.02,0.13,0.0,0.03,0.18
8189,PS,Sports,0.1,0.07,0.0,0.01,0.18
8190,PS,Adventure,0.1,0.07,0.0,0.01,0.18
8191,X360,Sports,0.16,0.0,0.0,0.01,0.18
8192,X360,Sports,0.03,0.13,0.0,0.01,0.18
8193,DS,Adventure,0.17,0.0,0.0,0.01,0.18
8194,GBA,Sports,0.13,0.05,0.0,0.0,0.18
8195,XB,Sports,0.13,0.04,0.0,0.01,0.18
8196,GBA,Platform,0.13,0.05,0.0,0.0,0.18
8197,PS2,Role-Playing,0.0,0.0,0.18,0.0,0.18
8198,PS2,Sports,0.0,0.0,0.18,0.0,0.18
8199,XB,Sports,0.13,0.04,0.0,0.01,0.18
8200,XB,Misc,0.13,0.04,0.0,0.01,0.18
8201,PS3,Misc,0.16,0.0,0.0,0.01,0.18
8202,PS3,Action,0.12,0.03,0.0,0.02,0.18
8203,XB,Sports,0.13,0.04,0.0,0.01,0.18
8204,DS,Misc,0.15,0.02,0.0,0.01,0.18
8205,DS,Misc,0.14,0.02,0.0,0.01,0.18
8206,PS2,Sports,0.09,0.07,0.0,0.02,0.18
8207,Wii,Fighting,0.13,0.02,0.01,0.01,0.18
8208,PSP,Misc,0.07,0.02,0.07,0.02,0.17
8209,PS2,Action,0.09,0.07,0.0,0.02,0.17
8210,PS3,Misc,0.11,0.04,0.0,0.02,0.17
8211,PS3,Sports,0.0,0.16,0.0,0.02,0.17
8212,PS2,Sports,0.09,0.07,0.0,0.02,0.17
8213,DS,Adventure,0.16,0.0,0.0,0.01,0.17
8214,PS2,Shooter,0.09,0.07,0.0,0.02,0.17
8215,PS3,Strategy,0.13,0.02,0.0,0.02,0.17
8216,3DS,Misc,0.0,0.08,0.08,0.01,0.17
8217,DS,Sports,0.0,0.0,0.17,0.0,0.17
8218,PS3,Action,0.09,0.05,0.0,0.03,0.17
8219,PC,Adventure,0.0,0.14,0.0,0.04,0.17
8220,DS,Adventure,0.07,0.09,0.0,0.02,0.17
8221,PS,Adventure,0.1,0.07,0.0,0.01,0.17
8222,PS3,Racing,0.04,0.1,0.0,0.04,0.17
8223,PSV,Sports,0.0,0.0,0.17,0.0,0.17
8224,PS2,Sports,0.09,0.07,0.0,0.02,0.17
8225,GBA,Action,0.13,0.05,0.0,0.0,0.17
8226,PSV,Action,0.07,0.02,0.06,0.03,0.17
8227,GBA,Sports,0.12,0.05,0.0,0.0,0.17
8228,PS3,Action,0.11,0.04,0.0,0.02,0.17
8229,PS2,Sports,0.09,0.07,0.0,0.02,0.17
8230,GC,Platform,0.13,0.03,0.0,0.0,0.17
8231,PS2,Adventure,0.09,0.07,0.0,0.02,0.17
8232,GC,Platform,0.13,0.03,0.0,0.0,0.17
8233,PS3,Action,0.14,0.02,0.0,0.02,0.17
8234,PS4,Adventure,0.1,0.04,0.0,0.03,0.17
8235,XOne,Misc,0.11,0.05,0.0,0.02,0.17
8236,DS,Sports,0.16,0.0,0.0,0.01,0.17
8237,PS,Fighting,0.1,0.07,0.0,0.01,0.17
8238,DS,Adventure,0.09,0.02,0.06,0.01,0.17
8239,GBA,Misc,0.12,0.05,0.0,0.0,0.17
8240,PS2,Shooter,0.0,0.0,0.17,0.0,0.17
8241,PS3,Sports,0.16,0.0,0.0,0.01,0.17
8242,GC,Sports,0.13,0.03,0.0,0.0,0.17
8243,PS3,Sports,0.16,0.0,0.0,0.01,0.17
8244,DS,Role-Playing,0.0,0.0,0.17,0.0,0.17
8245,PS2,Sports,0.08,0.07,0.0,0.02,0.17
8246,PS3,Action,0.07,0.07,0.01,0.03,0.17
8247,DS,Strategy,0.0,0.0,0.17,0.0,0.17
8248,GC,Action,0.13,0.03,0.0,0.0,0.17
8249,XB,Sports,0.13,0.04,0.0,0.01,0.17
8250,PS,Fighting,0.0,0.0,0.16,0.01,0.17
8251,PC,Role-Playing,0.08,0.08,0.0,0.02,0.17
8252,X360,Sports,0.16,0.0,0.0,0.01,0.17
8253,PS,Action,0.1,0.07,0.0,0.01,0.17
8254,DS,Sports,0.16,0.0,0.0,0.01,0.17
8255,Wii,Simulation,0.16,0.0,0.0,0.01,0.17
8256,DS,Action,0.0,0.0,0.17,0.0,0.17
8257,PS2,Sports,0.08,0.07,0.0,0.02,0.17
8258,PS3,Fighting,0.13,0.03,0.0,0.02,0.17
8259,DS,Puzzle,0.16,0.0,0.0,0.01,0.17
8260,Wii,Sports,0.16,0.0,0.0,0.01,0.17
8261,PS4,Action,0.0,0.0,0.17,0.0,0.17
8262,GC,Platform,0.13,0.03,0.0,0.0,0.17
8263,PC,Role-Playing,0.07,0.08,0.0,0.02,0.17
8264,X360,Sports,0.15,0.01,0.0,0.01,0.17
8265,X360,Action,0.16,0.01,0.0,0.01,0.17
8266,GC,Action,0.13,0.03,0.0,0.0,0.17
8267,XB,Shooter,0.13,0.04,0.0,0.01,0.17
8268,PS3,Platform,0.08,0.06,0.0,0.03,0.17
8269,PSP,Action,0.0,0.0,0.17,0.0,0.17
8270,PS2,Action,0.08,0.07,0.0,0.02,0.17
8271,GBA,Sports,0.12,0.05,0.0,0.0,0.17
8272,PS2,Shooter,0.08,0.07,0.0,0.02,0.17
8273,XB,Misc,0.13,0.04,0.0,0.01,0.17
8274,PS3,Action,0.08,0.07,0.0,0.02,0.17
8275,GC,Fighting,0.13,0.03,0.0,0.0,0.17
8276,DS,Puzzle,0.13,0.03,0.0,0.01,0.17
8277,PS,Platform,0.1,0.07,0.0,0.01,0.17
8278,GB,Sports,0.0,0.0,0.17,0.0,0.17
8279,SAT,Fighting,0.0,0.0,0.17,0.0,0.17
8280,DS,Action,0.0,0.0,0.17,0.0,0.17
8281,Wii,Adventure,0.16,0.0,0.0,0.01,0.17
8282,PSV,Action,0.06,0.04,0.04,0.03,0.17
8283,PS,Strategy,0.0,0.0,0.16,0.01,0.17
