Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
8105,PS2,Simulation,0.0,0.0,0.18,0.0
8106,WiiU,Misc,0.12,0.04,0.0,0.02
8107,XB,Platform,0.13,0.04,0.0,0.01
8108,PS3,Racing,0.05,0.1,0.0,0.03
8109,DS,Racing,0.15,0.02,0.0,0.01
8110,DS,Adventure,0.01,0.15,0.0,0.02
8111,GBA,Adventure,0.13,0.05,0.0,0.0
8112,PS3,Racing,0.14,0.02,0.0,0.02
8113,DC,Sports,0.0,0.0,0.18,0.0
8114,PS2,Puzzle,0.09,0.07,0.0,0.02
8115,XB,Action,0.13,0.04,0.0,0.01
8116,PC,Shooter,0.1,0.06,0.0,0.02
8117,X360,Action,0.14,0.03,0.0,0.01
8118,PS3,Shooter,0.07,0.08,0.0,0.03
8119,PC,Role-Playing,0.08,0.08,0.0,0.02
8120,3DS,Misc,0.0,0.0,0.18,0.0
8121,GC,Shooter,0.14,0.04,0.0,0.0
8122,X360,Racing,0.17,0.0,0.0,0.01
8123,X360,Action,0.13,0.04,0.0,0.01
8124,PS3,Misc,0.0,0.16,0.0,0.02
8125,Wii,Sports,0.17,0.0,0.0,0.01
8126,SAT,Racing,0.0,0.0,0.18,0.0
8127,Wii,Action,0.1,0.07,0.0,0.02
8128,PS,Action,0.1,0.07,0.0,0.01
8129,PC,Shooter,0.05,0.1,0.0,0.03
8130,GBA,Sports,0.13,0.05,0.0,0.0
8131,DS,Action,0.1,0.06,0.0,0.02
8132,PC,Shooter,0.06,0.09,0.0,0.03
8133,GBA,Misc,0.13,0.05,0.0,0.0
8134,PS2,Racing,0.09,0.07,0.0,0.02
8135,X360,Action,0.11,0.04,0.02,0.01
8136,PC,Sports,0.04,0.13,0.0,0.01
8137,XB,Action,0.14,0.04,0.0,0.01
8138,PS3,Shooter,0.17,0.0,0.0,0.01
8139,PS2,Strategy,0.09,0.07,0.0,0.02
8140,PC,Shooter,0.06,0.1,0.0,0.01
8141,DS,Misc,0.17,0.0,0.0,0.01
8142,3DS,Sports,0.05,0.02,0.1,0.01
8143,Wii,Adventure,0.08,0.08,0.0,0.02
8144,GC,Sports,0.14,0.04,0.0,0.0
8145,PS4,Action,0.1,0.03,0.02,0.03
8146,X360,Racing,0.06,0.09,0.0,0.02
8147,PS,Misc,0.1,0.07,0.0,0.01
8148,PSP,Action,0.0,0.0,0.18,0.0
8149,PS2,Action,0.09,0.07,0.0,0.02
8150,Wii,Action,0.16,0.0,0.0,0.01
8151,GC,Platform,0.14,0.04,0.0,0.0
8152,Wii,Puzzle,0.17,0.0,0.0,0.01
8153,PS,Sports,0.1,0.07,0.0,0.01
8154,PS2,Sports,0.09,0.07,0.0,0.02
8155,X360,Shooter,0.14,0.02,0.01,0.01
8156,PS,Action,0.1,0.07,0.0,0.01
8157,PS2,Action,0.0,0.0,0.18,0.0
8158,PS2,Misc,0.09,0.07,0.0,0.02
8159,PS,Action,0.1,0.07,0.0,0.01
8160,PSV,Role-Playing,0.04,0.04,0.08,0.02
8161,GC,Adventure,0.14,0.04,0.0,0.0
8162,PS2,Simulation,0.05,0.04,0.08,0.01
8163,PS2,Action,0.09,0.04,0.0,0.05
8164,GBA,Misc,0.13,0.05,0.0,0.0
8165,PS3,Sports,0.16,0.0,0.0,0.01
8166,PS2,Sports,0.04,0.03,0.1,0.01
8167,DS,Sports,0.14,0.02,0.0,0.01
8168,PSP,Strategy,0.0,0.0,0.18,0.0
8169,X360,Shooter,0.13,0.0,0.04,0.01
8170,PSP,Strategy,0.0,0.0,0.18,0.0
8171,XB,Racing,0.13,0.04,0.0,0.01
8172,GBA,Platform,0.13,0.05,0.0,0.0
8173,GBA,Sports,0.13,0.05,0.0,0.0
8174,DS,Role-Playing,0.0,0.0,0.18,0.0
8175,DS,Simulation,0.0,0.0,0.18,0.0
8176,PS3,Action,0.0,0.0,0.18,0.0
8177,PS2,Racing,0.09,0.07,0.0,0.02
8178,Wii,Racing,0.06,0.09,0.0,0.02
8179,PS2,Fighting,0.09,0.07,0.0,0.02
8180,Wii,Sports,0.17,0.0,0.0,0.01
8181,PS2,Sports,0.09,0.07,0.0,0.02
8182,X360,Action,0.11,0.05,0.0,0.01
8183,DS,Action,0.12,0.04,0.0,0.01
8184,DS,Platform,0.16,0.0,0.0,0.01
8185,GBA,Sports,0.13,0.05,0.0,0.0
8186,DS,Adventure,0.16,0.0,0.0,0.01
8187,Wii,Sports,0.17,0.0,0.0,0.01
8188,PC,Shooter,0.02,0.13,0.0,0.03
8189,PS,Sports,0.1,0.07,0.0,0.01
8190,PS,Adventure,0.1,0.07,0.0,0.01
8191,X360,Sports,0.16,0.0,0.0,0.01
8192,X360,Sports,0.03,0.13,0.0,0.01
8193,DS,Adventure,0.17,0.0,0.0,0.01
8194,GBA,Sports,0.13,0.05,0.0,0.0
8195,XB,Sports,0.13,0.04,0.0,0.01
8196,GBA,Platform,0.13,0.05,0.0,0.0
8197,PS2,Role-Playing,0.0,0.0,0.18,0.0
8198,PS2,Sports,0.0,0.0,0.18,0.0
8199,XB,Sports,0.13,0.04,0.0,0.01
8200,XB,Misc,0.13,0.04,0.0,0.01
8201,PS3,Misc,0.16,0.0,0.0,0.01
8202,PS3,Action,0.12,0.03,0.0,0.02
8203,XB,Sports,0.13,0.04,0.0,0.01
8204,DS,Misc,0.15,0.02,0.0,0.01
8205,DS,Misc,0.14,0.02,0.0,0.01
8206,PS2,Sports,0.09,0.07,0.0,0.02
8207,Wii,Fighting,0.13,0.02,0.01,0.01
8208,PSP,Misc,0.07,0.02,0.07,0.02
8209,PS2,Action,0.09,0.07,0.0,0.02
8210,PS3,Misc,0.11,0.04,0.0,0.02
8211,PS3,Sports,0.0,0.16,0.0,0.02
8212,PS2,Sports,0.09,0.07,0.0,0.02
8213,DS,Adventure,0.16,0.0,0.0,0.01
8214,PS2,Shooter,0.09,0.07,0.0,0.02
8215,PS3,Strategy,0.13,0.02,0.0,0.02
8216,3DS,Misc,0.0,0.08,0.08,0.01
8217,DS,Sports,0.0,0.0,0.17,0.0
8218,PS3,Action,0.09,0.05,0.0,0.03
8219,PC,Adventure,0.0,0.14,0.0,0.04
8220,DS,Adventure,0.07,0.09,0.0,0.02
8221,PS,Adventure,0.1,0.07,0.0,0.01
8222,PS3,Racing,0.04,0.1,0.0,0.04
8223,PSV,Sports,0.0,0.0,0.17,0.0
8224,PS2,Sports,0.09,0.07,0.0,0.02
8225,GBA,Action,0.13,0.05,0.0,0.0
8226,PSV,Action,0.07,0.02,0.06,0.03
8227,GBA,Sports,0.12,0.05,0.0,0.0
8228,PS3,Action,0.11,0.04,0.0,0.02
8229,PS2,Sports,0.09,0.07,0.0,0.02
8230,GC,Platform,0.13,0.03,0.0,0.0
8231,PS2,Adventure,0.09,0.07,0.0,0.02
8232,GC,Platform,0.13,0.03,0.0,0.0
8233,PS3,Action,0.14,0.02,0.0,0.02
8234,PS4,Adventure,0.1,0.04,0.0,0.03
8235,XOne,Misc,0.11,0.05,0.0,0.02
8236,DS,Sports,0.16,0.0,0.0,0.01
8237,PS,Fighting,0.1,0.07,0.0,0.01
8238,DS,Adventure,0.09,0.02,0.06,0.01
8239,GBA,Misc,0.12,0.05,0.0,0.0
8240,PS2,Shooter,0.0,0.0,0.17,0.0
8241,PS3,Sports,0.16,0.0,0.0,0.01
8242,GC,Sports,0.13,0.03,0.0,0.0
8243,PS3,Sports,0.16,0.0,0.0,0.01
8244,DS,Role-Playing,0.0,0.0,0.17,0.0
8245,PS2,Sports,0.08,0.07,0.0,0.02
8246,PS3,Action,0.07,0.07,0.01,0.03
8247,DS,Strategy,0.0,0.0,0.17,0.0
8248,GC,Action,0.13,0.03,0.0,0.0
8249,XB,Sports,0.13,0.04,0.0,0.01
8250,PS,Fighting,0.0,0.0,0.16,0.01
8251,PC,Role-Playing,0.08,0.08,0.0,0.02
8252,X360,Sports,0.16,0.0,0.0,0.01
8253,PS,Action,0.1,0.07,0.0,0.01
8254,DS,Sports,0.16,0.0,0.0,0.01
8255,Wii,Simulation,0.16,0.0,0.0,0.01
8256,DS,Action,0.0,0.0,0.17,0.0
8257,PS2,Sports,0.08,0.07,0.0,0.02
8258,PS3,Fighting,0.13,0.03,0.0,0.02
8259,DS,Puzzle,0.16,0.0,0.0,0.01
8260,Wii,Sports,0.16,0.0,0.0,0.01
8261,PS4,Action,0.0,0.0,0.17,0.0
8262,GC,Platform,0.13,0.03,0.0,0.0
8263,PC,Role-Playing,0.07,0.08,0.0,0.02
8264,X360,Sports,0.15,0.01,0.0,0.01
8265,X360,Action,0.16,0.01,0.0,0.01
8266,GC,Action,0.13,0.03,0.0,0.0
8267,XB,Shooter,0.13,0.04,0.0,0.01
8268,PS3,Platform,0.08,0.06,0.0,0.03
8269,PSP,Action,0.0,0.0,0.17,0.0
8270,PS2,Action,0.08,0.07,0.0,0.02
8271,GBA,Sports,0.12,0.05,0.0,0.0
8272,PS2,Shooter,0.08,0.07,0.0,0.02
8273,XB,Misc,0.13,0.04,0.0,0.01
8274,PS3,Action,0.08,0.07,0.0,0.02
8275,GC,Fighting,0.13,0.03,0.0,0.0
8276,DS,Puzzle,0.13,0.03,0.0,0.01
8277,PS,Platform,0.1,0.07,0.0,0.01
8278,GB,Sports,0.0,0.0,0.17,0.0
8279,SAT,Fighting,0.0,0.0,0.17,0.0
8280,DS,Action,0.0,0.0,0.17,0.0
8281,Wii,Adventure,0.16,0.0,0.0,0.01
8282,PSV,Action,0.06,0.04,0.04,0.03
8283,PS,Strategy,0.0,0.0,0.16,0.01
8284,PS,Adventure,0.0,0.0,0.16,0.01
8285,DS,Shooter,0.15,0.01,0.0,0.01
8286,XB,Shooter,0.13,0.04,0.0,0.01
8287,XB,Shooter,0.13,0.04,0.0,0.01
8288,PSP,Platform,0.05,0.08,0.0,0.04
8289,PS2,Racing,0.08,0.07,0.0,0.02
8290,PS2,Strategy,0.08,0.07,0.0,0.02
8291,GBA,Misc,0.12,0.05,0.0,0.0
8292,DS,Action,0.16,0.0,0.0,0.01
8293,PS2,Sports,0.08,0.07,0.0,0.02
8294,PS2,Action,0.08,0.07,0.0,0.02
8295,3DS,Role-Playing,0.03,0.0,0.14,0.0
8296,PC,Strategy,0.01,0.12,0.0,0.03
8297,DS,Action,0.12,0.04,0.0,0.01
8298,PS2,Sports,0.08,0.07,0.0,0.02
8299,PS,Action,0.0,0.0,0.16,0.01
8300,PS3,Action,0.1,0.04,0.0,0.02
8301,X360,Sports,0.15,0.01,0.0,0.01
8302,X360,Action,0.06,0.07,0.04,0.01
8303,PS,Fighting,0.0,0.0,0.16,0.01
8304,PS2,Action,0.08,0.07,0.0,0.02
8305,PS2,Role-Playing,0.0,0.0,0.17,0.0
8306,PS2,Role-Playing,0.0,0.0,0.17,0.0
8307,Wii,Misc,0.16,0.0,0.0,0.01
8308,WS,Strategy,0.0,0.0,0.17,0.0
8309,GC,Platform,0.13,0.03,0.0,0.0
8310,GBA,Platform,0.12,0.05,0.0,0.0
8311,PSP,Action,0.0,0.0,0.17,0.0
8312,PSP,Sports,0.16,0.0,0.0,0.01
8313,Wii,Sports,0.16,0.0,0.0,0.01
8314,PSP,Action,0.07,0.07,0.0,0.03
8315,PS3,Sports,0.16,0.0,0.0,0.01
8316,XB,Action,0.13,0.04,0.0,0.01
8317,X360,Role-Playing,0.03,0.12,0.0,0.01
8318,PSP,Sports,0.13,0.02,0.0,0.02
8319,PSP,Action,0.0,0.03,0.14,0.0
8320,DC,Racing,0.0,0.0,0.17,0.0
8321,PS,Fighting,0.05,0.04,0.07,0.01
8322,X360,Action,0.16,0.0,0.0,0.01
8323,Wii,Sports,0.16,0.0,0.0,0.01
8324,Wii,Puzzle,0.04,0.12,0.0,0.02
8325,XB,Action,0.13,0.04,0.0,0.01
8326,PS3,Misc,0.0,0.15,0.0,0.02
8327,PSP,Sports,0.16,0.0,0.0,0.01
8328,3DS,Action,0.13,0.03,0.0,0.01
8329,GBA,Action,0.12,0.05,0.0,0.0
8330,X360,Action,0.09,0.07,0.0,0.02
8331,PS,Platform,0.09,0.06,0.0,0.01
8332,GBA,Misc,0.12,0.05,0.0,0.0
8333,Wii,Puzzle,0.16,0.0,0.0,0.01
8334,Wii,Misc,0.16,0.0,0.0,0.01
8335,X360,Action,0.14,0.02,0.0,0.01
8336,PS2,Action,0.08,0.07,0.0,0.02
8337,X360,Racing,0.07,0.09,0.0,0.02
8338,PSP,Misc,0.0,0.0,0.17,0.0
8339,N64,Racing,0.14,0.03,0.0,0.0
8340,N64,Adventure,0.05,0.01,0.11,0.0
8341,N64,Shooter,0.12,0.05,0.0,0.0
8342,XB,Action,0.13,0.04,0.0,0.01
8343,GBA,Misc,0.12,0.05,0.0,0.0
8344,Wii,Simulation,0.14,0.01,0.0,0.01
8345,GBA,Misc,0.12,0.05,0.0,0.0
8346,PS3,Role-Playing,0.06,0.03,0.06,0.02
8347,PS2,Sports,0.08,0.06,0.0,0.02
8348,PSP,Action,0.0,0.0,0.17,0.0
8349,PS2,Misc,0.08,0.06,0.0,0.02
8350,PS2,Adventure,0.0,0.0,0.17,0.0
8351,GBA,Action,0.12,0.04,0.0,0.0
8352,PC,Strategy,0.02,0.12,0.0,0.03
8353,PSP,Sports,0.0,0.0,0.17,0.0
8354,PS,Role-Playing,0.02,0.02,0.12,0.01
8355,Wii,Misc,0.16,0.0,0.0,0.01
8356,PS4,Sports,0.1,0.04,0.0,0.03
8357,X360,Adventure,0.11,0.04,0.0,0.01
8358,DS,Misc,0.16,0.0,0.0,0.01
8359,PS2,Role-Playing,0.0,0.0,0.17,0.0
8360,GBA,Adventure,0.0,0.0,0.16,0.0
8361,DS,Action,0.16,0.0,0.0,0.01
8362,PS2,Sports,0.05,0.04,0.06,0.01
8363,PS,Action,0.09,0.06,0.0,0.01
8364,Wii,Puzzle,0.1,0.06,0.0,0.02
8365,X360,Misc,0.14,0.01,0.0,0.01
8366,PS2,Action,0.08,0.06,0.0,0.02
8367,X360,Action,0.12,0.03,0.0,0.01
8368,X360,Action,0.16,0.0,0.0,0.01
8369,PS2,Action,0.08,0.06,0.0,0.02
8370,GBA,Misc,0.12,0.04,0.0,0.0
8371,Wii,Simulation,0.08,0.07,0.0,0.02
8372,Wii,Misc,0.11,0.02,0.03,0.01
8373,SNES,Shooter,0.0,0.0,0.17,0.0
8374,PS2,Shooter,0.08,0.06,0.0,0.02
8375,PS,Action,0.09,0.06,0.0,0.01
8376,PS2,Action,0.04,0.03,0.09,0.01
8377,PS,Action,0.09,0.06,0.0,0.01
8378,PS2,Fighting,0.0,0.0,0.17,0.0
8379,PS4,Racing,0.0,0.12,0.03,0.02
8380,GC,Sports,0.13,0.03,0.0,0.0
8381,X360,Racing,0.15,0.0,0.0,0.01
8382,X360,Action,0.11,0.05,0.0,0.01
8383,GBA,Shooter,0.12,0.04,0.0,0.0
8384,PS2,Fighting,0.0,0.0,0.17,0.0
8385,GC,Platform,0.13,0.03,0.0,0.0
8386,PS,Role-Playing,0.0,0.0,0.16,0.01
8387,PS2,Sports,0.08,0.06,0.0,0.02
8388,XB,Shooter,0.13,0.04,0.0,0.01
8389,PS,Racing,0.09,0.06,0.0,0.01
8390,PS,Sports,0.09,0.06,0.0,0.01
8391,3DS,Misc,0.13,0.03,0.0,0.01
8392,XB,Action,0.13,0.04,0.0,0.01
8393,PSV,Role-Playing,0.0,0.0,0.17,0.0
8394,PS,Racing,0.09,0.06,0.0,0.01
8395,Wii,Action,0.15,0.01,0.0,0.01
8396,PS2,Sports,0.07,0.06,0.02,0.02
8397,PS2,Misc,0.08,0.06,0.0,0.02
8398,DS,Fighting,0.02,0.02,0.12,0.0
8399,PS,Adventure,0.02,0.01,0.12,0.01
8400,PS,Action,0.09,0.06,0.0,0.01
8401,Wii,Sports,0.15,0.0,0.0,0.01
8402,PS4,Sports,0.0,0.0,0.17,0.0
8403,GC,Platform,0.13,0.03,0.0,0.0
8404,Wii,Misc,0.0,0.16,0.0,0.01
8405,PSP,Racing,0.14,0.01,0.0,0.02
8406,DS,Platform,0.0,0.0,0.17,0.0
8407,PS2,Role-Playing,0.0,0.0,0.17,0.0
8408,X360,Simulation,0.08,0.07,0.0,0.02
8409,PS,Misc,0.0,0.0,0.16,0.01
8410,PS2,Racing,0.08,0.06,0.0,0.02
8411,PS4,Role-Playing,0.06,0.04,0.05,0.02
8412,PS3,Action,0.13,0.02,0.0,0.02
8413,XB,Fighting,0.13,0.04,0.0,0.01
8414,DS,Puzzle,0.1,0.01,0.05,0.01
8415,XB,Action,0.13,0.04,0.0,0.01
8416,PS4,Action,0.05,0.07,0.02,0.02
8417,PS2,Role-Playing,0.0,0.0,0.17,0.0
8418,GC,Role-Playing,0.1,0.02,0.04,0.0
8419,PS3,Racing,0.0,0.13,0.0,0.04
8420,X360,Sports,0.13,0.03,0.0,0.01
8421,GBA,Racing,0.12,0.04,0.0,0.0
8422,GBA,Shooter,0.12,0.04,0.0,0.0
8423,SNES,Strategy,0.0,0.0,0.17,0.0
8424,DS,Misc,0.16,0.0,0.0,0.01
8425,DS,Adventure,0.15,0.01,0.0,0.01
8426,SNES,Sports,0.0,0.0,0.17,0.0
8427,DS,Misc,0.04,0.11,0.0,0.02
8428,SNES,Fighting,0.0,0.0,0.17,0.0
8429,3DS,Role-Playing,0.0,0.0,0.17,0.0
8430,XOne,Shooter,0.08,0.07,0.0,0.01
8431,XB,Shooter,0.12,0.04,0.0,0.01
8432,3DS,Action,0.0,0.0,0.17,0.0
8433,X360,Sports,0.15,0.0,0.0,0.02
8434,DS,Action,0.15,0.01,0.0,0.01
8435,PS3,Shooter,0.11,0.04,0.0,0.02
8436,PS2,Misc,0.08,0.06,0.0,0.02
8437,GC,Misc,0.13,0.03,0.0,0.0
8438,XB,Adventure,0.12,0.04,0.0,0.01
8439,GBA,Misc,0.12,0.04,0.0,0.0
8440,Wii,Platform,0.11,0.02,0.03,0.01
8441,PS3,Action,0.13,0.02,0.0,0.02
8442,PS2,Sports,0.08,0.06,0.0,0.02
8443,DS,Action,0.14,0.01,0.0,0.01
8444,SAT,Action,0.0,0.0,0.17,0.0
8445,PC,Role-Playing,0.08,0.07,0.0,0.02
8446,3DS,Role-Playing,0.0,0.0,0.17,0.0
8447,X360,Simulation,0.12,0.04,0.0,0.01
8448,DS,Misc,0.0,0.0,0.17,0.0
8449,PS3,Sports,0.0,0.0,0.17,0.0
8450,PS4,Action,0.07,0.0,0.08,0.02
8451,SNES,Sports,0.0,0.0,0.17,0.0
8452,GC,Adventure,0.01,0.0,0.15,0.0
8453,PC,Simulation,0.0,0.13,0.0,0.03
8454,X360,Action,0.11,0.02,0.02,0.01
8455,XB,Racing,0.12,0.04,0.0,0.01
8456,3DS,Role-Playing,0.04,0.04,0.08,0.01
8457,PS3,Sports,0.15,0.0,0.0,0.01
8458,PS3,Action,0.14,0.01,0.0,0.02
8459,2600,Action,0.15,0.01,0.0,0.0
8460,2600,Action,0.15,0.01,0.0,0.0
8461,2600,Action,0.15,0.01,0.0,0.0
8462,SAT,Shooter,0.0,0.0,0.16,0.0
8463,X360,Strategy,0.13,0.02,0.0,0.01
8464,PS3,Role-Playing,0.05,0.03,0.06,0.02
8465,PS2,Platform,0.08,0.06,0.0,0.02
8466,PSV,Action,0.0,0.0,0.16,0.0
8467,Wii,Strategy,0.13,0.02,0.0,0.01
8468,PS3,Action,0.13,0.0,0.0,0.03
8469,PSV,Role-Playing,0.0,0.0,0.16,0.0
8470,PS2,Racing,0.08,0.06,0.0,0.02
8471,PS2,Role-Playing,0.0,0.0,0.16,0.0
8472,PS2,Racing,0.08,0.06,0.0,0.02
8473,Wii,Puzzle,0.16,0.0,0.0,0.0
8474,GBA,Racing,0.12,0.04,0.0,0.0
8475,PS3,Role-Playing,0.05,0.04,0.06,0.02
8476,PS3,Action,0.15,0.0,0.0,0.01
8477,X360,Adventure,0.14,0.01,0.0,0.01
8478,PS,Shooter,0.09,0.06,0.0,0.01
8479,PS2,Sports,0.08,0.06,0.0,0.02
8480,PSP,Role-Playing,0.13,0.02,0.0,0.02
8481,PSP,Action,0.12,0.02,0.0,0.02
8482,3DS,Racing,0.07,0.08,0.0,0.02
8483,DS,Misc,0.12,0.03,0.0,0.01
8484,Wii,Shooter,0.08,0.06,0.0,0.02
8485,PS3,Action,0.11,0.03,0.0,0.02
8486,DS,Role-Playing,0.12,0.0,0.03,0.01
8487,X360,Action,0.07,0.05,0.03,0.01
8488,PS2,Sports,0.08,0.06,0.0,0.02
8489,Wii,Action,0.11,0.04,0.0,0.01
8490,PS2,Racing,0.06,0.05,0.03,0.02
8491,PSP,Fighting,0.13,0.0,0.02,0.01
8492,DS,Fighting,0.0,0.0,0.16,0.0
8493,X360,Action,0.08,0.06,0.0,0.02
8494,DS,Action,0.0,0.14,0.0,0.02
8495,GC,Shooter,0.13,0.03,0.0,0.0
8496,DS,Sports,0.11,0.0,0.04,0.01
8497,PS2,Platform,0.08,0.06,0.0,0.02
8498,PS,Misc,0.0,0.0,0.15,0.01
8499,GBA,Simulation,0.12,0.04,0.0,0.0
8500,PS2,Adventure,0.08,0.06,0.0,0.02
8501,PS3,Action,0.02,0.03,0.11,0.01
8502,GBA,Action,0.12,0.04,0.0,0.0
8503,Wii,Racing,0.15,0.0,0.0,0.01
8504,Wii,Action,0.14,0.01,0.0,0.01
8505,PC,Strategy,0.06,0.1,0.0,0.0
8506,Wii,Action,0.11,0.04,0.0,0.01
8507,Wii,Action,0.11,0.04,0.0,0.01
8508,PS2,Simulation,0.08,0.06,0.0,0.02
8509,3DS,Adventure,0.07,0.05,0.03,0.01
8510,DS,Action,0.15,0.0,0.0,0.01
8511,Wii,Fighting,0.15,0.0,0.0,0.01
8512,PS2,Adventure,0.0,0.0,0.16,0.0
8513,GBA,Action,0.12,0.04,0.0,0.0
8514,PSP,Role-Playing,0.0,0.0,0.16,0.0
8515,X360,Action,0.09,0.03,0.03,0.01
8516,PS,Role-Playing,0.09,0.06,0.0,0.01
8517,PSP,Misc,0.13,0.01,0.0,0.02
8518,GBA,Sports,0.12,0.04,0.0,0.0
8519,PS,Sports,0.0,0.0,0.15,0.01
8520,GC,Misc,0.13,0.03,0.0,0.0
8521,GC,Racing,0.13,0.03,0.0,0.0
8522,DS,Strategy,0.0,0.0,0.16,0.0
8523,PS,Sports,0.0,0.0,0.15,0.01
8524,PS,Racing,0.09,0.06,0.0,0.01
8525,XB,Strategy,0.12,0.03,0.0,0.01
8526,PS3,Simulation,0.12,0.02,0.0,0.02
8527,PS2,Misc,0.08,0.06,0.0,0.02
8528,Wii,Sports,0.15,0.0,0.0,0.01
8529,X360,Sports,0.05,0.1,0.0,0.01
8530,PS4,Action,0.07,0.04,0.03,0.02
8531,SNES,Adventure,0.0,0.0,0.16,0.0
8532,3DS,Role-Playing,0.0,0.0,0.16,0.0
8533,GC,Racing,0.12,0.03,0.0,0.0
8534,X360,Misc,0.11,0.03,0.0,0.01
8535,Wii,Sports,0.15,0.0,0.0,0.01
8536,DS,Simulation,0.13,0.02,0.0,0.01
8537,X360,Racing,0.15,0.0,0.0,0.01
8538,XB,Shooter,0.12,0.03,0.0,0.01
8539,PS2,Misc,0.08,0.06,0.0,0.02
8540,PS2,Platform,0.08,0.06,0.0,0.02
8541,PS3,Action,0.14,0.01,0.0,0.01
8542,DS,Puzzle,0.15,0.0,0.0,0.01
8543,DS,Misc,0.0,0.0,0.16,0.0
8544,PS2,Adventure,0.08,0.06,0.0,0.02
8545,PS2,Action,0.08,0.06,0.0,0.02
8546,PS3,Action,0.12,0.02,0.0,0.02
8547,Wii,Platform,0.14,0.0,0.01,0.01
8548,PS2,Adventure,0.08,0.06,0.0,0.02
8549,PSP,Strategy,0.0,0.0,0.16,0.0
8550,PS3,Shooter,0.15,0.0,0.0,0.01
8551,XB,Action,0.12,0.03,0.0,0.01
8552,PS2,Sports,0.08,0.06,0.0,0.02
8553,GC,Action,0.12,0.03,0.0,0.0
8554,SNES,Sports,0.0,0.0,0.16,0.0
8555,PS,Adventure,0.09,0.06,0.0,0.01
8556,PS3,Sports,0.15,0.0,0.0,0.01
8557,GC,Platform,0.12,0.03,0.0,0.0
8558,DS,Action,0.13,0.02,0.0,0.01
8559,PSP,Strategy,0.15,0.0,0.0,0.01
8560,PS2,Role-Playing,0.0,0.0,0.16,0.0
8561,PS2,Sports,0.0,0.0,0.16,0.0
8562,PS2,Shooter,0.08,0.06,0.0,0.02
8563,X360,Misc,0.15,0.0,0.0,0.01
8564,GBA,Racing,0.12,0.04,0.0,0.0
8565,PS2,Fighting,0.08,0.06,0.0,0.02
8566,SNES,Sports,0.0,0.0,0.16,0.0
8567,Wii,Fighting,0.14,0.01,0.0,0.01
8568,PS2,Misc,0.08,0.06,0.0,0.02
8569,PSP,Strategy,0.14,0.0,0.0,0.01
8570,GC,Action,0.12,0.03,0.0,0.0
8571,Wii,Sports,0.15,0.0,0.0,0.01
8572,PS3,Fighting,0.11,0.01,0.03,0.01
8573,DS,Adventure,0.0,0.14,0.0,0.02
8574,XOne,Action,0.08,0.07,0.0,0.01
8575,DS,Sports,0.15,0.0,0.0,0.01
8576,DS,Strategy,0.15,0.0,0.0,0.01
8577,SNES,Simulation,0.0,0.0,0.16,0.0
8578,Wii,Sports,0.15,0.0,0.0,0.01
8579,PSP,Action,0.0,0.0,0.16,0.0
8580,PC,Sports,0.09,0.05,0.0,0.02
8581,GBA,Action,0.11,0.04,0.0,0.0
8582,PS,Sports,0.0,0.0,0.15,0.01
8583,N64,Fighting,0.13,0.03,0.0,0.0
8584,N64,Shooter,0.13,0.03,0.0,0.0
8585,N64,Action,0.13,0.03,0.0,0.0
8586,N64,Sports,0.0,0.0,0.12,0.04
8587,N64,Fighting,0.13,0.03,0.0,0.0
8588,N64,Racing,0.13,0.03,0.0,0.0
8589,N64,Shooter,0.13,0.03,0.0,0.0
8590,N64,Strategy,0.13,0.03,0.0,0.0
8591,N64,Racing,0.13,0.03,0.0,0.0
8592,N64,Action,0.13,0.03,0.0,0.0
8593,N64,Misc,0.13,0.03,0.0,0.0
8594,N64,Simulation,0.0,0.0,0.12,0.04
8595,X360,Role-Playing,0.12,0.0,0.03,0.01
8596,DS,Puzzle,0.0,0.15,0.0,0.01
8597,DS,Action,0.05,0.02,0.08,0.01
8598,DS,Misc,0.0,0.0,0.16,0.0
8599,PSP,Simulation,0.08,0.03,0.03,0.02
8600,PC,Racing,0.0,0.15,0.0,0.01
8601,PSP,Simulation,0.0,0.0,0.16,0.0
8602,PS2,Fighting,0.08,0.06,0.0,0.02
8603,X360,Adventure,0.11,0.04,0.0,0.01
8604,PS2,Role-Playing,0.0,0.0,0.16,0.0
8605,XB,Sports,0.12,0.03,0.0,0.01
8606,PS3,Shooter,0.14,0.01,0.0,0.01
8607,X360,Sports,0.15,0.0,0.0,0.01
8608,DS,Simulation,0.15,0.0,0.0,0.01
8609,PS3,Sports,0.08,0.06,0.0,0.03
8610,DS,Sports,0.14,0.01,0.0,0.01
8611,DS,Adventure,0.03,0.01,0.11,0.0
8612,PS3,Simulation,0.0,0.1,0.02,0.04
8613,Wii,Action,0.15,0.0,0.0,0.01
8614,PSV,Action,0.06,0.05,0.02,0.03
8615,DS,Action,0.08,0.07,0.0,0.01
8616,PS2,Adventure,0.08,0.06,0.0,0.02
8617,DS,Role-Playing,0.16,0.0,0.0,0.0
8618,PC,Shooter,0.07,0.07,0.0,0.02
8619,SNES,Sports,0.0,0.0,0.16,0.0
8620,X360,Sports,0.1,0.05,0.0,0.01
8621,PSP,Sports,0.15,0.0,0.0,0.01
8622,Wii,Misc,0.15,0.0,0.0,0.01
8623,X360,Sports,0.13,0.02,0.0,0.01
8624,Wii,Misc,0.14,0.01,0.0,0.01
