Rank,Name,Platform,Genre,NA_Sales,EU_Sales,JP_Sales
4427,Metro: Last Light,5,8,0.14,0.2,0.03
4428,The Urbz: Sims in the City (all regions sales),3,7,0.4,0.01,0.02
4429,Spawn: Armageddon,6,8,0.22,0.17,0.0
4430,The Godfather (US sales),13,8,0.33,0.1,0.0
4431,DmC: Devil May Cry,4,8,0.26,0.13,0.01
4432,Plants vs. Zombies: Garden Warfare 2,17,6,0.26,0.15,0.0
4433,World Stadium EX,12,0,0.0,0.0,0.41
4434,Tiger Woods PGA Tour 2003,13,0,0.35,0.08,0.0
4435,Battlefield 2: Modern Combat,6,6,0.37,0.01,0.0
4436,G-Force,0,8,0.19,0.2,0.0
4437,Ben 10 Alien Force: Vilgax Attacks,0,8,0.25,0.15,0.0
4438,50 Cent: Bulletproof,13,8,0.33,0.1,0.0
4439,Densetsu no Stafi 2,8,1,0.0,0.0,0.43
4440,Independence Day,12,6,0.25,0.17,0.0
4441,Need for Speed: Shift 2 Unleashed,4,2,0.18,0.22,0.0
4442,Chocobo Racing,12,2,0.07,0.05,0.3
4443,Ninja Gaiden 3,5,8,0.19,0.1,0.11
4444,Child of Eden,4,6,0.28,0.12,0.0
4445,LEGO Star Wars II: The Original Trilogy,13,8,0.33,0.1,0.0
4446,Family Fest Presents Circus Games,0,5,0.1,0.29,0.0
4447,My Spanish Coach,3,5,0.4,0.01,0.0
4448,The Darkness,4,6,0.36,0.04,0.01
4449,Gundam SEED: Federation vs. Z.A.F.T.,6,6,0.0,0.0,0.44
4450,Ms. Pac-Man Maze Madness,12,4,0.25,0.17,0.0
4451,Blood Omen: Legacy of Kain,12,3,0.25,0.17,0.0
4452,Super Bomberman 4,7,4,0.0,0.0,0.44
4453,Bomberman II,1,4,0.16,0.03,0.15
4454,Duke Nukem 64,11,6,0.35,0.08,0.0
4455,Sin and Punishment: Star Successor,0,6,0.2,0.14,0.06
4456,Jump Start Pet Rescue,0,5,0.41,0.0,0.0
4457,Naughty Bear,5,8,0.18,0.18,0.0
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",18,5,0.34,0.09,0.0
4459,Super Robot Taisen OG: Original Generations,6,11,0.0,0.0,0.44
4460,Army Men World War: Final Front,12,8,0.24,0.17,0.0
4461,Petz: Horsez 2,3,7,0.41,0.0,0.0
4462,Puppy Luv: Spa and Resort,3,7,0.4,0.0,0.0
4463,Yu-Gi-Oh! 5D's Tag Force 4,16,11,0.19,0.07,0.12
4464,MX Unleashed,13,2,0.34,0.08,0.0
4465,Jikkyou Powerful Pro Yakyuu 9,6,0,0.0,0.0,0.44
4466,Grind Session,12,0,0.24,0.17,0.0
4467,Naruto: Gekito Ninja Taisen! 3,18,9,0.0,0.0,0.43
4468,Barbie: Groom and Glam Pups,3,8,0.26,0.14,0.0
4469,Wario World,18,1,0.34,0.09,0.0
4470,Scooby-Doo! Mystery Mayhem,8,8,0.31,0.12,0.0
4471,Super Breakout,15,4,0.41,0.03,0.0
4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,6,5,0.0,0.0,0.44
4473,Deer Drive,3,0,0.41,0.0,0.0
4474,Robert Ludlum's The Bourne Conspiracy,4,8,0.26,0.14,0.0
4475,Just Dance 4,5,5,0.26,0.12,0.0
4476,TimeSplitters 2,18,6,0.34,0.09,0.0
4477,Battlebots: Design & Destroy,8,8,0.31,0.12,0.0
4478,Devil May Cry HD Collection,4,8,0.28,0.11,0.01
4479,Eternal Darkness: Sanity's Requiem,18,10,0.34,0.09,0.0
4480,Power Rangers: S.P.D.,8,8,0.31,0.12,0.0
4481,Naruto: Ultimate Ninja 3,6,9,0.36,0.01,0.0
4482,SingStar Motown,6,5,0.0,0.06,0.0
4483,Neon Genesis Evangelion,23,10,0.0,0.0,0.44
4484,Nicktoons: Attack of the Toybots,0,1,0.4,0.0,0.0
4485,Mobile Suit Gundam: One Year War,6,8,0.0,0.0,0.44
4486,Tongari Boushi to Mahou no Otana,3,7,0.0,0.0,0.44
4487,NFL Blitz 20-03,6,0,0.21,0.17,0.0
4488,Just Dance: Summer Party,0,5,0.41,0.0,0.0
4489,SpongeBob's Atlantis SquarePantis,6,8,0.36,0.01,0.0
4490,Dragon Ball Z: Shin Budokai - Another Road,16,9,0.19,0.09,0.08
4491,Master of Illusion,3,4,0.16,0.0,0.26
4492,Star Wars: Jedi Starfighter,13,7,0.35,0.07,0.0
4493,Remington Great American Bird Hunt,0,0,0.41,0.0,0.0
4494,Classic NES Series: Metroid,8,10,0.26,0.1,0.07
4495,Alpha Protocol,5,3,0.19,0.18,0.0
4496,Tetris Axis,9,4,0.2,0.13,0.06
4497,Dora the Explorer: Dora Puppy,3,5,0.39,0.01,0.0
4498,Primal,6,8,0.21,0.17,0.0
4499,Madden NFL 2002,11,0,0.41,0.02,0.0
4500,Need for Speed Underground 2,8,2,0.31,0.12,0.0
4501,007: Quantum of Solace,6,8,0.17,0.0,0.0
4502,Spec Ops: Covert Assault,12,6,0.24,0.16,0.0
4503,SSX Tricky,13,0,0.32,0.09,0.0
4504,Flight Control Rocket,8,7,0.31,0.12,0.0
4505,FIFA 14,14,0,0.01,0.36,0.0
4506,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",6,8,0.36,0.01,0.0
4507,Trials Fusion,10,2,0.13,0.21,0.01
4508,Wheel of Fortune,3,5,0.41,0.0,0.0
4509,NiGHTS into dreams...,23,1,0.0,0.0,0.43
4510,NCAA Football 2004,13,0,0.4,0.02,0.0
4511,Overwatch,14,6,0.22,0.18,0.0
4512,Rock Band 4,17,5,0.35,0.04,0.0
4513,NBA Jam,0,0,0.38,0.03,0.0
4514,Bionicle,6,8,0.21,0.17,0.0
4515,Minecraft,19,5,0.18,0.09,0.14
4516,MLB 2002,12,0,0.24,0.16,0.0
4517,Sleeping Dogs,10,8,0.16,0.2,0.0
4518,TimeSplitters,6,6,0.21,0.17,0.0
4519,Barnstorming,15,8,0.4,0.02,0.0
4520,InuYasha: The Secret of the Cursed Mask,6,3,0.21,0.17,0.0
4521,Rune Factory 3: A Fantasy Harvest Moon,3,3,0.28,0.03,0.1
4522,The Powerpuff Girls: Him and Seek,8,1,0.31,0.11,0.0
4523,Mega Man Zero 2,8,1,0.18,0.07,0.17
4524,Wonder Project J: Kikai no Shonen Pino,7,7,0.0,0.0,0.43
4525,2010 FIFA World Cup South Africa,0,0,0.23,0.15,0.01
4526,Atelier Totori: The Adventurer of Arland,5,3,0.12,0.07,0.21
4527,Spec Ops: The Line,4,6,0.21,0.19,0.0
4528,The Fairly Odd Parents: Game Boy Advance Video Volume 1,8,5,0.31,0.11,0.0
4529,Ghostbusters: The Video Game,6,8,0.15,0.04,0.0
4530,Hunter: The Reckoning  Wayward,6,8,0.21,0.16,0.0
4531,How to Train Your Dragon,0,8,0.24,0.15,0.0
4532,Command & Conquer 3: Tiberium Wars,4,11,0.35,0.05,0.0
4533,WipEout 64,11,2,0.28,0.14,0.0
4534,Mischief Makers,11,1,0.25,0.06,0.07
4535,Max Payne 3,14,6,0.15,0.22,0.0
4536,Petz Bunnyz,3,7,0.39,0.01,0.0
4537,Castlevania: Portrait of Ruin,3,1,0.33,0.03,0.04
4538,NHL Slapshot,0,0,0.4,0.0,0.0
4539,EyeToy: AntiGrav,6,0,0.36,0.01,0.0
4540,FIFA 14,0,0,0.0,0.38,0.0
4541,EverQuest Online Adventures,6,3,0.21,0.16,0.0
4542,Cool Boarders,12,0,0.1,0.07,0.24
4543,"999: Nine Hours, Nine Persons, Nine Doors",3,10,0.37,0.0,0.03
4544,Mobile Suit Gundam: Zeonic Front,6,7,0.09,0.07,0.25
4545,Zone of the Enders HD Collection,5,7,0.21,0.08,0.09
4546,Def Jam Icon,5,8,0.16,0.19,0.0
4547,Tales of the World: Radiant Mythology,16,3,0.17,0.01,0.23
4548,Monopoly,6,5,0.21,0.16,0.0
4549,Dawn of Mana,6,3,0.07,0.05,0.29
4550,Microsoft Flight Simulator X,14,7,0.02,0.34,0.0
4551,Lego Batman 3: Beyond Gotham,17,8,0.23,0.17,0.0
4552,Madden NFL 2003,18,0,0.33,0.09,0.0
4553,NASCAR Kart Racing,0,2,0.39,0.0,0.0
4554,Disney Sing It,4,5,0.39,0.01,0.0
4555,Backyard Baseball,8,0,0.31,0.11,0.0
4556,Call of Duty: Black Ops II,19,6,0.21,0.18,0.0
4557,TRON: Evolution,5,8,0.27,0.1,0.0
4558,Midway Arcade Treasures,13,5,0.33,0.08,0.0
4559,Call of Duty: Modern Warfare: Mobilized,3,6,0.37,0.02,0.0
4560,Petz: Horsez 2,0,7,0.39,0.0,0.0
4561,The Smurfs,3,8,0.24,0.14,0.0
4562,Bakugan: Battle Brawlers,6,8,0.21,0.16,0.0
4563,NHL FaceOff 99,12,0,0.24,0.16,0.0
4564,Skylanders: Trap Team,10,8,0.18,0.17,0.0
4565,SEGA Classics Collection,6,5,0.21,0.16,0.0
4566,Pirates of the Caribbean: At World's End,16,8,0.15,0.17,0.0
4567,Juiced: Eliminator,16,2,0.11,0.2,0.0
4568,Naruto: Ninja Council 3,3,8,0.39,0.0,0.0
4569,Neon Genesis Evangelion 2nd Impression,23,3,0.0,0.0,0.42
4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,16,11,0.0,0.0,0.42
4571,NBA Street,18,0,0.33,0.09,0.0
4572,Ben 10 Alien Force: Vilgax Attacks,3,8,0.22,0.16,0.0
4573,Ben 10 Alien Force: Vilgax Attacks,16,8,0.13,0.19,0.0
4574,Valkyrie Profile: Covenant of the Plume,3,3,0.23,0.02,0.16
4575,The Legend of Spyro: The Eternal Night,6,1,0.21,0.16,0.0
4576,Mega Man Battle Network,8,3,0.14,0.05,0.22
4577,LEGO Rock Band,5,5,0.24,0.13,0.0
4578,25 to Life,6,6,0.35,0.01,0.0
4579,NHL 2K6,6,0,0.21,0.16,0.0
4580,Medal of Honor: Rising Sun,18,6,0.33,0.09,0.0
4581,The Sims,13,7,0.31,0.1,0.0
4582,Guitar Hero: Smash Hits,4,5,0.23,0.15,0.0
4583,Dog's Life,6,10,0.21,0.16,0.0
4584,The X Files,12,10,0.24,0.16,0.0
4585,Super Wagyan Land,7,8,0.0,0.0,0.42
4586,Rascal,12,8,0.24,0.16,0.0
4587,Hometown Story,9,3,0.22,0.13,0.04
4588,Tony Hawk's American Wasteland,18,0,0.33,0.08,0.0
4589,Top Spin 4,4,0,0.15,0.23,0.0
4590,Famicom Mini: Super Mario Bros. 2,8,1,0.0,0.0,0.41
4591,Crash: Mind Over Mutant,3,1,0.39,0.0,0.0
4592,Medal of Honor Heroes 2,0,6,0.34,0.04,0.01
4593,Yu-Gi-Oh! GX: Tag Force 2,16,11,0.03,0.2,0.1
4594,Colony Wars,12,7,0.24,0.16,0.0
4595,All-Star Baseball 2004,6,0,0.21,0.16,0.0
4596,Big Strike Bowling,12,0,0.23,0.16,0.0
4597,Ragnarok Odyssey,22,3,0.22,0.01,0.16
4598,Harry Potter and the Deathly Hallows - Part 1,3,8,0.2,0.19,0.0
4599,Horsez,3,7,0.38,0.01,0.0
4600,SpongeBob's Truth or Square (US sales),3,8,0.42,0.0,0.0
4601,NASCAR Thunder 2002,12,2,0.23,0.16,0.0
4602,Grandia,23,3,0.0,0.0,0.42
4603,ESPN NHL 2K5,13,0,0.32,0.09,0.0
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,8,5,0.3,0.11,0.0
4605,Hot Wheels World Race,6,2,0.21,0.16,0.0
4606,Avatar: The Last Airbender - The Burning Earth,6,8,0.21,0.16,0.0
4607,Superman: Shadow of Apokolips,6,8,0.21,0.16,0.0
4608,NiGHTS: Journey of Dreams,0,1,0.33,0.03,0.04
4609,American Chopper,6,2,0.35,0.01,0.0
4610,Vanquish,4,6,0.19,0.17,0.03
4611,Star Wars Trilogy: Apprentice of the Force,8,8,0.3,0.11,0.0
4612,Marvel Super Hero Squad,3,9,0.37,0.02,0.0
4613,Lemony Snicket's A Series of Unfortunate Events,8,1,0.3,0.11,0.0
4614,JGTC: All-Japan Grand Touring Car Championship,12,2,0.23,0.16,0.0
4615,NBA Live 06,16,0,0.39,0.0,0.0
4616,Arc the Lad III,12,3,0.0,0.0,0.39
4617,Solitaire Overload,3,5,0.39,0.0,0.0
4618,Mobile Suit Gundam: Gundam vs. Gundam,16,9,0.0,0.0,0.42
4619,Test Drive,13,2,0.35,0.05,0.0
4620,Jikkyou Powerful Pro Yakyuu 11,6,0,0.0,0.0,0.42
4621,Ghost Trick: Phantom Detective,3,10,0.2,0.08,0.12
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,6,8,0.21,0.16,0.0
4623,Rush 2: Extreme Racing USA,11,2,0.35,0.06,0.0
4624,NFL Blitz 2001,11,0,0.34,0.07,0.0
4625,Dr. Mario 64,11,4,0.34,0.07,0.0
4626,Jikkyou Powerful Pro Yakyuu 6,11,0,0.0,0.0,0.39
4627,Army Men: Sarge's Heroes 2,11,6,0.34,0.07,0.0
4628,James Bond 007: Everything or Nothing,18,6,0.32,0.08,0.0
4629,Green Day: Rock Band,5,5,0.19,0.16,0.0
4630,Wolfenstein: The Old Blood,10,8,0.09,0.25,0.02
4631,MLB 08: The Show,6,0,0.35,0.01,0.0
4632,Disney Infinity 2.0: Marvel Super Heroes,17,8,0.24,0.15,0.0
4633,Dance Dance Revolution Ultramix 2,13,7,0.32,0.09,0.0
4634,Mega Man Anniversary Collection,18,1,0.32,0.08,0.0
4635,Blazing Angels: Squadrons of WWII,4,7,0.36,0.03,0.0
4636,Super Famista 4,7,0,0.0,0.0,0.42
4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,8,5,0.3,0.11,0.0
4638,Cabela's Legendary Adventures,6,0,0.21,0.16,0.0
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,3,5,0.0,0.0,0.42
4640,Harry Potter and the Goblet of Fire,18,8,0.32,0.08,0.0
4641,JumpStart: Escape from Adventure Island,0,10,0.39,0.0,0.0
4642,Thrillville: Off the Rails,6,11,0.2,0.16,0.0
4643,Style Lab: Makeover,3,7,0.35,0.03,0.0
4644,Condemned: Criminal Origins,4,8,0.36,0.03,0.0
4645,Mega Man X6,12,8,0.14,0.1,0.16
4646,Monster Jam: Urban Assault,0,2,0.39,0.0,0.0
4647,BloodRayne,6,6,0.2,0.16,0.0
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,18,4,0.32,0.08,0.0
4649,Castlevania: Curse of Darkness,6,8,0.18,0.14,0.05
4650,Tom Clancy's HAWX 2,5,8,0.21,0.12,0.03
4651,Harvest Moon: Grand Bazaar,3,7,0.22,0.05,0.13
4652,International Superstar Soccer Pro '98,12,0,0.02,0.02,0.35
4653,Jimmy Neutron: Boy Genius,8,1,0.3,0.11,0.0
4654,Black,13,6,0.31,0.09,0.0
4655,Zack & Wiki: Quest for Barbaros' Treasure,0,10,0.18,0.17,0.03
4656,Double Pack: Finding Nemo / The Incredibles,13,8,0.31,0.09,0.0
4657,Star Wars The Clone Wars: Republic Heroes,16,8,0.21,0.13,0.0
4658,NBA 2K11,16,8,0.39,0.0,0.0
4659,Animal Crossing: Amiibo Festival,19,5,0.19,0.11,0.09
4660,Hyrule Warriors,9,8,0.16,0.12,0.11
4661,Harry Potter and the Deathly Hallows - Part 1,5,8,0.13,0.21,0.0
4662,Fishing Resort,0,0,0.16,0.0,0.25
4663,WWE All Stars,5,9,0.16,0.18,0.0
4664,Lord of the Rings: The Third Age,13,3,0.31,0.09,0.0
4665,Football Manager Handheld 2011,16,0,0.0,0.28,0.0
4666,Pirates of the Caribbean: At World's End,6,8,0.2,0.16,0.0
4667,Mega Man Legends 2,12,10,0.17,0.12,0.1
4668,X-Men vs. Street Fighter,12,9,0.16,0.11,0.12
4669,High Rollers Casino,6,5,0.2,0.16,0.0
4670,Castlevania: The Dracula X Chronicles,16,1,0.22,0.09,0.04
4671,The Suffering,6,8,0.2,0.16,0.0
4672,Cyber Troopers Virtual-On,23,9,0.0,0.0,0.42
4673,Katamari Forever,5,4,0.26,0.05,0.06
4674,Star Wars Starfighter: Special Edition,13,7,0.3,0.1,0.0
4675,TimeShift,4,6,0.36,0.02,0.0
4676,NBA Jam,6,0,0.2,0.16,0.0
4677,Zone of the Enders: The 2nd Runner,6,7,0.15,0.12,0.11
4678,Ghostbusters: The Video Game,3,8,0.26,0.12,0.0
4679,Attack on Titan: Humanity in Chains,9,8,0.0,0.0,0.41
4680,Jampack Spring 2004 (RP-T),6,5,0.2,0.16,0.0
4681,Dexter's Laboratory Deesaster Strikes,8,10,0.3,0.11,0.0
4682,NFL GameDay 2004,6,0,0.2,0.16,0.0
4683,Scooby-Doo and the Cyber Chase,8,10,0.3,0.11,0.0
4684,Danganronpa: Trigger Happy Havoc,22,5,0.14,0.07,0.15
4685,TERA,14,3,0.24,0.12,0.0
4686,Tomb Raider: The Last Revelation,14,8,0.41,0.0,0.0
4687,pro evolution soccer 2011,6,0,0.04,0.21,0.05
4688,Sega Rally Championship 2,21,2,0.0,0.0,0.41
4689,Quake II,12,6,0.23,0.16,0.0
4690,Crash of the Titans,6,8,0.34,0.01,0.0
4691,BioShock,14,6,0.01,0.39,0.0
4692,Cars: Mater-National Championship,5,2,0.37,0.01,0.0
4693,MLB 10: The Show,6,0,0.2,0.16,0.0
4694,Wheel of Fortune: 2nd Edition,12,5,0.23,0.16,0.0
4695,Tom Clancy's Rainbow Six: Lockdown,13,6,0.26,0.13,0.0
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,16,9,0.0,0.0,0.41
4697,Cool Boarders 2001,12,0,0.23,0.16,0.0
4698,Grudge Warriors,12,8,0.23,0.16,0.0
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,12,0,0.0,0.0,0.39
4700,Destiny: The Taken King,5,6,0.16,0.17,0.02
4701,Mobile Suit Gundam,23,8,0.0,0.0,0.41
4702,Mass Effect Trilogy,4,8,0.28,0.1,0.0
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",16,6,0.17,0.15,0.0
4704,Wolfenstein: The New Order,4,6,0.18,0.19,0.0
4705,James Patterson Women's Murder Club: Games of Passion,3,10,0.15,0.22,0.0
4706,Farming Simulator 2015,4,7,0.21,0.16,0.0
4707,Jimmy Neutron: Boy Genius,6,1,0.2,0.16,0.0
4708,Itadaki Street DS,3,5,0.0,0.0,0.41
4709,Castlevania: Order of Ecclesia,3,1,0.31,0.03,0.04
4710,BlazBlue: Continuum Shift,5,9,0.21,0.08,0.09
4711,X-Men: The Official Game,6,8,0.2,0.16,0.0
4712,300: March to Glory,16,8,0.27,0.08,0.0
4713,E0: Enemy Zero,23,10,0.0,0.0,0.41
4714,Nicktoons: Unite!,6,10,0.34,0.01,0.0
4715,Six Flags Fun Park,0,5,0.28,0.1,0.0
4716,Spore Hero,0,7,0.36,0.03,0.0
4717,Mass Effect Trilogy,5,8,0.37,0.0,0.0
4718,NASCAR Racing,12,2,0.23,0.16,0.0
4719,LEGO Jurassic World,22,8,0.09,0.23,0.0
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,0,5,0.0,0.0,0.41
4721,Up,16,8,0.24,0.1,0.0
4722,Spider-Man: Web of Shadows,4,8,0.36,0.02,0.0
4723,Boku no Natsuyasumi 2: Umi no Bouken Hen,6,10,0.0,0.0,0.41
4724,SpongeBob SquigglePants,0,5,0.36,0.03,0.0
4725,Cars: Race-O-Rama,16,2,0.29,0.07,0.0
4726,Fantastic Pets,4,7,0.3,0.08,0.0
4727,Command & Conquer: Red Alert,12,11,0.23,0.16,0.0
4728,Star Wars The Clone Wars: Republic Heroes,3,8,0.23,0.14,0.0
4729,Dig Dug,1,4,0.0,0.0,0.41
4730,Ogre Battle 64: Person of Lordly Caliber,11,3,0.1,0.02,0.25
4731,Superman: The New Superman Adventures,11,8,0.33,0.07,0.0
4732,UEFA Euro 2008 Austria-Switzerland,5,0,0.08,0.27,0.0
4733,The Terminator: Dawn of Fate,6,8,0.2,0.16,0.0
4734,The LEGO Movie Videogame,22,8,0.05,0.26,0.0
4735,Rogue Galaxy: Director's Cut,6,3,0.2,0.16,0.0
4736,Armored Core,12,7,0.13,0.09,0.16
4737,Monster Trucks Mayhem,0,2,0.39,0.0,0.0
4738,Winter Sports 2: The Next Challenge,0,0,0.18,0.19,0.0
4739,Green Day: Rock Band,4,5,0.24,0.13,0.0
4740,Densha De Go! 2,12,7,0.0,0.0,0.38
4741,Transformers: Fall of Cybertron,5,8,0.19,0.15,0.0
4742,Call of Duty: Advanced Warfare,14,6,0.14,0.23,0.0
4743,Disney Princess: Enchanting Storybooks,0,5,0.26,0.11,0.0
4744,Monopoly Streets,5,5,0.16,0.18,0.0
4745,Band Hero,6,5,0.15,0.06,0.0
4746,The Wonderful 101,19,8,0.2,0.1,0.08
4747,No More Heroes 2: Desperate Struggle,0,8,0.21,0.12,0.04
4748,Battlefield 2: Modern Combat,4,6,0.35,0.02,0.01
4749,Armored Core 2: Another Age,6,7,0.11,0.08,0.19
4750,Buzz! Junior: Jungle Party,6,5,0.2,0.16,0.0
4751,Mortal Kombat: Deadly Alliance,18,9,0.31,0.08,0.0
4752,Marvel: Ultimate Alliance,0,3,0.37,0.01,0.0
4753,NBA 2K11,6,8,0.34,0.01,0.0
4754,AKB1/48: Idol to Koishitara...,16,5,0.0,0.0,0.41
4755,Pro Pinball,12,5,0.23,0.15,0.0
4756,'98 Koshien,12,0,0.15,0.1,0.12
4757,NBA 2K9,6,0,0.34,0.01,0.0
4758,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),8,5,0.0,0.0,0.4
4759,Speed Racer: The Videogame,0,2,0.36,0.02,0.0
4760,Naughty Bear,4,8,0.21,0.16,0.0
4761,Littlest Pet Shop,0,7,0.34,0.04,0.0
4762,TNA iMPACT!,5,9,0.22,0.12,0.0
4763,Just Dance Kids 2,4,5,0.29,0.09,0.0
4764,Duke Nukem Forever,14,6,0.18,0.17,0.0
4765,Hatsune Miku: Project Diva 2nd,16,5,0.0,0.0,0.41
4766,Marvel: Ultimate Alliance 2,6,3,0.23,0.02,0.0
4767,Mario no Super Picross,7,4,0.0,0.0,0.41
4768,"Ed, Edd n Eddy: The Mis-Edventures",6,1,0.34,0.01,0.0
4769,Jikkyou Powerful Pro Yakuu '94,7,0,0.0,0.0,0.41
4770,Disney's Tarzan Untamed,6,1,0.2,0.16,0.0
4771,Borderlands: The Handsome Collection,17,6,0.24,0.13,0.0
4772,The Gunstringer,4,6,0.26,0.11,0.0
4773,Knockout Kings 2001,12,9,0.23,0.15,0.0
4774,From Russia With Love,6,8,0.34,0.01,0.0
4775,FIFA Soccer 13,14,8,0.02,0.31,0.0
4776,Asura's Wrath,5,8,0.18,0.12,0.06
4777,Avatar: The Game,3,8,0.19,0.18,0.0
4778,My Virtual Tutor: Reading Adventure First to Second Grade,3,5,0.38,0.0,0.0
4779,Minority Report: Everybody Runs,6,8,0.2,0.15,0.0
4780,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,12,5,0.23,0.15,0.0
4781,NFL GameDay 2002,12,0,0.23,0.15,0.0
4782,Pengo,15,10,0.38,0.02,0.0
4783,Disney Sing It! High School Musical 3: Senior Year,5,5,0.08,0.26,0.0
4784,Story of Seasons,9,7,0.0,0.13,0.26
4785,Beowulf: The Game,4,8,0.36,0.01,0.0
4786,Mouse Trap,15,8,0.38,0.02,0.0
4787,Super Monkey Ball: Step & Roll,0,8,0.17,0.2,0.0
4788,Hatsune Miku: Project Diva F 2nd,22,5,0.13,0.06,0.16
4789,Overlord,4,11,0.34,0.03,0.01
4790,Tak and the Power of Juju,18,1,0.31,0.08,0.0
4791,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",5,8,0.32,0.04,0.01
4792,Sega Superstars Tennis,5,0,0.13,0.2,0.0
4793,LEGO Harry Potter: Years 5-7,9,8,0.18,0.19,0.0
4794,Dragon Quest X,19,3,0.0,0.0,0.4
4795,Wall-E,5,1,0.12,0.21,0.0
4796,Medarot: Kabuto / Kuwagata Version,2,3,0.0,0.0,0.4
4797,NBA 2K10,6,0,0.33,0.01,0.0
4798,Defender,6,5,0.2,0.15,0.0
4799,NFL GameDay 2003,6,0,0.2,0.15,0.0
4800,WipeOut 3 The Game,0,8,0.38,0.0,0.0
4801,Taiko no Tatsujin Wii: Dodon to 2 Yome!,0,5,0.0,0.0,0.4
4802,Thief (2014),5,8,0.1,0.2,0.02
4803,Congo Bongo,15,8,0.37,0.02,0.0
4804,Gauntlet: Seven Sorrows,6,3,0.2,0.15,0.0
4805,Harry Potter: Quidditch World Cup,18,0,0.31,0.08,0.0
4806,Advance Wars: Dual Strike,3,11,0.3,0.03,0.04
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,3,8,0.27,0.01,0.09
4808,Warriors Orochi 2 (JP sales),6,8,0.0,0.0,0.4
4809,WWE SmackDown! vs. RAW 2006,16,9,0.36,0.01,0.0
4810,The Chronicles of Narnia: Prince Caspian,6,8,0.2,0.15,0.0
4811,The Incredibles: Rise of the Underminer,8,8,0.29,0.11,0.0
4812,Pet in TV,12,11,0.0,0.0,0.38
4813,Battalion Wars,18,11,0.25,0.07,0.07
4814,NBA ShootOut 2000,12,0,0.22,0.15,0.0
4815,Power Rangers: Dino Thunder,18,8,0.31,0.08,0.0
4816,Rocksmith 2014,17,5,0.29,0.08,0.0
4817,Samurai Shodown,7,9,0.0,0.0,0.4
4818,NHL 15,17,0,0.31,0.06,0.0
4819,TMNT,0,8,0.34,0.03,0.0
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,0,8,0.22,0.08,0.08
4821,Cabela's Big Game Hunter 2010,5,0,0.37,0.0,0.0
4822,EA Sports UFC 2,17,0,0.23,0.14,0.0
4823,Fighting Vipers,23,9,0.0,0.0,0.4
4824,NCAA GameBreaker 2000,12,0,0.22,0.15,0.0
4825,Iron Man 2,5,8,0.14,0.19,0.0
4826,The Legend of Spyro: Dawn of the Dragon,6,1,0.12,0.01,0.0
4827,AKB1/48: Idol to Guam de Koishitara...,16,5,0.0,0.0,0.4
4828,RR64: Ridge Racer 64,11,2,0.32,0.07,0.0
4829,Top Gear Rally,11,2,0.32,0.07,0.0
4830,NFL Quarterback Club 2000,11,0,0.37,0.03,0.0
4831,Mortal Kombat Mythologies: Sub-Zero,11,9,0.32,0.07,0.0
4832,18 Wheeler: American Pro Trucker,6,2,0.2,0.15,0.0
4833,Atari Anthology,6,5,0.33,0.01,0.0
4834,Bugs Bunny: Lost in Time,12,1,0.22,0.15,0.0
4835,NBA Jam,4,0,0.27,0.1,0.0
4836,Sherlock Holmes: The Mystery of the Mummy,3,10,0.06,0.3,0.0
4837,Hot Wheels: Beat That!,6,2,0.2,0.15,0.0
4838,MLB 2006,6,0,0.33,0.01,0.0
4839,Star Wars The Clone Wars: Republic Heroes,4,8,0.18,0.17,0.0
4840,Brunswick Pro Bowling,6,0,0.2,0.15,0.0
4841,Mafia II,14,8,0.17,0.17,0.0
4842,Rocket Power: Dream Scheme,8,8,0.29,0.11,0.0
4843,SpongeBob's Truth or Square (US sales),0,8,0.38,0.01,0.0
4844,MX vs. ATV Unleashed,13,2,0.32,0.07,0.0
4845,Rampage: Total Destruction,18,8,0.31,0.08,0.0
4846,Planet 51,3,8,0.22,0.14,0.0
4847,The Urbz: Sims in the City,18,7,0.24,0.14,0.0
4848,Road Rash: Jailbreak,12,2,0.22,0.15,0.0
4849,Mother 3,8,3,0.0,0.0,0.39
4850,Nicktoons: Freeze Frame Frenzy,8,8,0.29,0.11,0.0
4851,Diner Dash: Sizzle & Serve,3,4,0.34,0.03,0.0
